syllable,p_stressed,p_long
fehlt',0.9372777554650583,0.937315990912604
suchst,0.775660859229078,0.8886073004321662
skand,0.3333333333333333,0.3333333333333333
jochs,0.8332321463682096,0.8332321463682096
stürz',0.7499684152149817,0.7499684152150456
brum,0.665763869194092,0.665763869194092
fürst,0.9479044735151578,0.9891177467992276
rühmt,0.8749348528949485,0.8749349713883816
get',0.2000000000725613,0.2000000000725613
will,0.5182635614812652,0.8880862470840059
kräm,0.6665469835071635,0.6665469967452177
schwar,0.9615290286013612,0.9615298276948795
schön,0.9116917987670223,0.992574412419561
jün,0.9411687349762603,0.9411687358721595
floh,0.8125292553467344,0.9564220090761446
bälk,0.7498229064448472,0.7499492597233027
hilf',0.8887297975110873,0.8887297975418329
rag,0.8333332580820271,0.8333332580843041
kers,0.16666666666666827,0.6666639856795531
gaf,0.6666654528624077,0.6666654528624077
als,0.7044953463369877,0.9393462355030264
ort,0.8325013163307559,0.9158346465970169
meint',0.666571868967436,0.666571868967436
risch,0.20000000000065513,0.20000002925160212
prü,0.7999999818891983,0.7999999818891983
fil,0.9846153846076564,0.9846153846076564
ächt,0.7499967639105503,0.7499967639105503
ohn,0.6666606926608134,0.8888829864833588
pech,0.46940229114973747,0.5742314559360915
sanf,0.8571405443170788,0.8571427346459506
tu,0.6754968538736297,0.6755747758722791
or,0.24078404492555594,0.24163288710628944
druß,0.6666659976347596,0.6666659976347596
dro,0.9833316717870617,0.9833329746853732
zog,0.8738122653824938,0.9864240780803161
städ,0.9655171993687833,0.9655171995890657
thoe,0.33335219916108066,0.657866608281644
tobst,0.6666658545136807,0.6666658545136807
löscht,0.6666629581433167,0.6666629581433167
zuck,0.9166658405514853,0.9166658405514853
kommt,0.8134191845291212,0.9469382128323481
echt,0.6666529650846681,0.6666529650846681
wun,0.9928055920539534,0.9928055980586591
wußt',0.6666666666666666,0.6666666666666666
streift',0.6666666220726035,0.6666666220726035
konn,0.8749982240589531,0.8749982270515373
bahnt,0.3533921993059042,0.3533921993059042
bli,0.9767441279931643,0.9767441283513757
oft,0.8568961873317431,0.9789195126018305
arm',0.4842961818696718,0.4867354482709232
gia,0.25,0.7186118204534264
warf,0.8100216794780414,0.9772511437069507
hers,0.3333333333333333,0.5
tod',0.9217200708539202,0.9230478765592856
sträubt,0.4999147326851544,0.6666651074749783
ja,0.11079017242589072,0.2794113526857836
küm,0.9677414471210521,0.9677414471265227
stockt',0.799515378025313,0.7995153815964803
hüt,0.7499989659129791,0.7499989659129791
haun,0.9580562716505849,0.9580563536021574
böck,0.6666666666666666,0.6666666666666666
zö,0.85711099958035,0.85711099958035
kühn,0.9555427134982308,0.977764935137809
neußt,0.6666666666666666,0.6666666666666666
kleo,0.3333333333333333,0.6651729094304858
tüch,0.6666510444574948,0.6666510444574948
kehrst,0.5000000000000001,0.6666666666666666
ging,0.6697404712251342,0.9881180709793796
schung,0.2008698551990098,0.2510922931233077
strömt',0.6666666587538183,0.6666666587538183
