syllable,p_stressed,p_long
us',0.3333333333333333,0.3333333333333333
laub,0.8333294119738582,0.8333294119763813
stroms,0.9444384035764267,0.94443844321313
dir's,0.4261840300575011,0.8707834722443042
tiers,0.20592110224204935,0.5585778201286853
zeig',0.35411513194830063,0.35411513194830063
mund,0.899042078379728,0.8990421411115911
hil,0.9285105428209304,0.9285105428452937
kle,0.7999473254645425,0.7999473414553233
schnitzt',0.6422651272439033,0.6422651272439033
get,0.006946550324202199,0.012354715481048792
stur,0.888750559839311,0.888750559839311
behrt,0.6666605604367178,0.6666605604367178
schilf,0.7499993775123426,0.7499993775123426
dreh,0.6666666666666666,0.6666666666666666
harrt',0.8332071171253608,0.8332071171361622
siegs,0.9142801042058468,0.9714229354688756
tönt,0.8333085641095561,0.833308564109559
bas,0.7492671833562787,0.8744979920693883
frau,0.6457837043135565,0.9270192423507482
tha,0.5458095577202744,0.5491751436964347
steif,0.6652626843107244,0.6652626843107244
stein,0.4999489656549993,0.890413287129866
wön,0.6665121633077851,0.6665121633077851
lis,0.4762381814674593,0.6112889050520999
brennt,0.856684688862943,0.856684688862943
epi,0.3333333333333333,0.6666336404176209
doch,0.49513617953303685,0.729461169970686
pens,0.3333333333532433,0.33375416015814957
prall,0.8333331769559212,0.8333331769559212
schlag',0.6534839738778737,0.6534839817804975
stors,0.06667673146829775,0.8681843055360766
höh',0.7970862276718147,0.7970862276718147
wölk',0.7497881230581005,0.7497897842500104
bends,0.3333333333333333,0.5
et',0.25000364327408764,0.250009966016699
merk,0.5908757519944883,0.9544604610115874
statt,0.9705874178546147,0.9705874179544334
häuf,0.8999884814499659,0.8999884814500512
fiehlt,0.3348795532326531,0.3348795532326531
bänd',0.6666666666666666,0.6666666666666666
größ,0.8571427196004854,0.8571427202059025
spruch,0.682634122026393,0.8532926525131537
murr,0.7999993550469668,0.7999993550654575
gos,0.14274473253285708,0.7841907194248147
schaum,0.6483607827759394,0.8336068309820033
schweiß,0.7429546983917198,0.9484552833615125
baus,0.3999405441698043,0.6665675736163085
irr',0.7999137492655506,0.7999351220536208
zick,0.75,0.75
klagt,0.40000805453526256,0.7971180976073722
dels,0.04352333761364004,0.043704054961347424
viel,0.5210114012297798,0.7013065688176152
läng,0.7999986790451747,0.7999986790451747
führst,0.5712300857758418,0.8430686822776895
rum,0.06280473563092631,0.7799424262664213
weins,0.9087929995370492,0.9088175281736799
grimmt',0.7999939625892332,0.7999939625892369
gang',0.6642458403169013,0.6642458403169013
grams,0.9166485214198352,0.9166485215553256
hi,0.11541442948721277,0.15417040694808934
deus',0.022751598229452465,0.9318262893057921
nitzt,0.9404176815503622,0.9404560062617048
pracht,0.8568836228535859,0.8569161678357735
hen,0.05221512885241617,0.10171680007699602
tro,0.9985401624528013,0.9985402862167229
ält,0.7499999985616994,0.7499999985616994
xi,0.09120398697071329,0.09194686173983536
phel,0.7499999999934899,0.7499999999934899
rud,0.8332936674686279,0.8332936715538706
gram,0.9713807206493775,0.9713807208091497
stehn,0.8209197957283582,0.9887351728826872
kripp',0.6441844864085501,0.6592823308618749
deid',0.39904447404485405,0.4169435999821646
blickt',0.9183112141040067,0.9183174693368088
schlän,0.8333317731071377,0.8333317731071377
treib',0.7916420165210104,0.7916420176364358
hof,0.8124985861967204,0.9285698707729786
rafft',0.8459041069543971,0.8459041069543971
nden,0.3333333333333333,0.33333337032006866
zern,0.1666666666666667,0.5000000000000002
pos',0.25,0.749958389439756
sitz',0.8333065079986618,0.8333065079986618
spren,0.9444433904425252,0.9444433904425331
kam,0.8241964353620325,0.9898322905435091
schämt,0.8325903660757787,0.8325903660757787
durft',0.6666666666666666,0.6666666666666666
schirm,0.9777776463675621,0.9777776463781783
streb',0.6666564850940849,0.6666564856715982
haus',0.798604306238182,0.7987066094421593
gol,0.9899743133695784,0.9899743134640115
thyes,0.7380308474978728,0.7482567991625227
fut,0.75,0.75
got,0.9545409020606429,0.9545409020644839
chelnd,0.052729612801231125,0.20959815889121283
brich,0.6666666666666666,0.6666666666666666
ling',0.2500000304170626,0.2500000304170626
näs,0.6643559625051615,0.6643559947459218
lons,0.09091875061295743,0.6666677376659916
mahnt,0.9227759271142617,0.9227778782255712
jen',0.9814753615321712,0.9814757615066484
nei,0.9898743159020311,0.9899167755130431
selbst,0.9722012350640676,0.9971894439638345
kop,0.666666479049817,0.666666479049817
sprach,0.9835010083644704,0.9943753799360742
ist,0.22079855353759975,0.67389977398888
hie,0.7883836603036563,0.8583742397703497
flog,0.8516798291679525,0.9862128881640011
sar,0.022869548887656355,0.476489304627822
pörst,0.3616026373622851,0.3616026373622851
warb,0.6363149537123207,0.6363149537123207
rieb,0.6657719279020755,0.6657719279020755
kons,0.3333333333333333,0.666666664908126
treu,0.8881900897021192,0.9437456415674981
schwo,0.7500000000000001,0.7500000000000001
chest,0.11111455941467033,0.3072137647412342
eilt',0.9772703142308143,0.9772703142583148
lan,0.9943160323898084,0.9943160449915006
täu,0.933316390695259,0.9333163970323421
ster,0.9705836018497738,0.9705836139309952
lor,0.8333302133826245,0.8333308345574106
teil,0.6160625223407339,0.9290222112470706
jagt',0.6666666666666666,0.6666666666666666
tig,0.007778171317218562,0.13329208830815625
mund',0.6666666666666666,0.6666666666666666
gib,0.8332747174464947,0.9165923966078993
ßem,0.07692383700753606,0.5000731719623214
ton,0.33333142753258693,0.5001889076331857
gip,0.952404172470451,0.9524041724716273
schwellt,0.7499991190635877,0.7499991190658375
schö,0.9843484660702361,0.9843719121970353
misch,0.8570865972124678,0.8570865972125608
ßeln,0.3333333333333333,0.5
kenn',0.92302227481589,0.9230222755351545
vieh,0.2857142866910395,0.7498592496637708
rinnt,0.7999784139156062,0.8888649043506607
drohn,0.899585726392815,0.899585726392815
wi,0.8323585831900157,0.8323594121273759
führ,0.9833333044277247,0.9833333050905595
schwe,0.9736513148167888,0.9736837420037391
bru,0.9832959452704563,0.983296008286899
lebt',0.8747236578249679,0.8747236578249679
waa,0.832459734162804,0.8324597341696336
griff',0.6659818608182556,0.6659818608182556
sem,0.03334837276963275,0.5473253520898588
not,0.8941585561927659,0.9438341232217448
schwillt,0.7499969707448488,0.7499969713961047
kris,0.6666666626085695,0.6666666626085695
kal',0.511919785614398,0.511919785614398
trot,0.9791665514302058,0.9791666497618113
thal,0.6665315905441203,0.6665315914712511
schwei,0.9642849073981491,0.9642849161357188
schenk',0.9230704009394235,0.9230704026840953
noch,0.27868179608978383,0.6137371165454988
arg,0.5703472191803863,0.8560486519249307
spült,0.7999930763169899,0.7999930763169899
gön,0.9374837744102882,0.9374837744995264
held,0.972352345746379,0.9965067279449915
ler,0.03758109733234196,0.19178211253604915
näch,0.7999967142063625,0.7999967142063625
cke,0.025008932779878715,0.031728242185666035
raubt',0.9166636480896886,0.9166636480896907
melt',0.08336513455918869,0.08336513664645795
ver,0.0011066333105884873,0.1527605559448704
drä,0.658165099484346,0.6581650994852302
ris,0.39501836966559295,0.6513070318384515
malmt,0.8333198781881067,0.8333198781881067
schahn,0.6666666666666666,0.6666666666666666
parr,0.49999210001967564,0.5084335320343507
filds,0.6666657938716468,0.6666657938716468
troff,0.8564126392636483,0.856412653299362
mels,0.06250084486830522,0.8555532535199514
ria,0.3475306772071711,0.6567187539198116
wit,0.8960908979072139,0.8960908979076553
schwad',0.7497257250151643,0.7497257250151643
bieg,0.8564842876962222,0.856484339514201
welkt,0.829291445426971,0.8292914837454207
nahm,0.9016949831370399,0.9904141527692133
haß,0.888636187125851,0.8886361891347472
brann,0.9545453687933787,0.9545453687933787
fa,0.8374559006686954,0.8380883196144604
strömt,0.5984135510172139,0.7480169387582781
sohns,0.9323533811168611,0.932353381366323
gäns',0.745826941144156,0.745826941144156
lent,0.5002696216454376,0.5002696216454376
gäs,0.7999849410271588,0.7999850402948663
töch,0.9714280729644774,0.9714281682326408
spre,0.6666663361387072,0.6666663361387072
sänkst,0.6661105175139902,0.6661105175139902
phron,0.5,0.6666666666666665
sinn',0.8333333333333334,0.8333333333333334
hyr,0.8181805429662365,0.905603293135058
träg',0.6656854473143857,0.6656858699513987
blößt,0.8571298653674387,0.857129865367439
vels,0.12500000000000003,0.5000000000000001
bräun,0.9499999403039389,0.9499999403703085
deich,0.8588541550208428,0.8588541550916113
sagt',0.7998858866902804,0.8887620963225217
strahls,0.6666595205503727,0.6666595205503727
strang,0.6666666666666666,0.6666666666666666
han,0.9230766049291895,0.9230766049291895
hu,0.9722221664724072,0.9722221664916425
kert,0.3333333333333333,0.5
fleh',0.6666239280483338,0.666623928048357
nops,0.10002914280978019,0.7089208895538179
schuß,0.25000000000000006,0.5000000000000001
krö,0.749996731342903,0.7499967322519647
krem,0.6666666666666666,0.6666666666666666
spelt,0.7488464678012938,0.7488464678012938
nix',0.33333333334649445,0.6666666662335001
mond,0.5972289909600084,0.7963055256368893
loh,0.8888802132059396,0.8888828137342554
thin,0.3333333333333333,0.6666663164089096
sei'n,0.5931483749230826,0.5931483749230826
gyp,0.6666663083919068,0.6666663083919068
sen,0.1249822077412229,0.3033212130040168
rät,0.8888568545605128,0.8888569338138673
kreischt',0.6666666666666666,0.6666666666666666
mer,0.031742966248863344,0.17429240165724955
fügt',0.8748396672433086,0.8748396672433086
wunsch,0.8333333331729094,0.8333333331729106
ernt',0.6663190240242829,0.6663190240242829
streckt,0.924431167275943,0.9798971161576199
obst,0.8332960783037636,0.8332960783037636
send,0.02270356813794552,0.2205387711417799
stamms,0.9285074604156495,0.9285074617564513
on,0.056374095144089933,0.228541942734863
haut,0.593615594801333,0.9521754401760669
vä,0.9722221338780955,0.9722221406554815
günst,0.6666101119697142,0.6666104635923249
stürzt,0.89981976417428,0.9735213589746665
höhl,0.6666633006666408,0.6666633006666408
währt,0.9332669750930684,0.9332992357006245
tag',0.8824049409024508,0.8824049409368231
nig',0.3333338755548782,0.3333338755548782
himm,0.9705706360516853,0.9705880286398111
rend,0.00819774860935922,0.12855866586700293
jas',0.12486542747380722,0.7172346429761214
miss,0.6666457056158874,0.6666457056158874
tausch,0.6666666666666666,0.6666666666666666
stützt',0.6666611418448714,0.6666611418448717
tumm,0.9090889896470533,0.909089845994106
dün,0.8999901821444037,0.899990182144404
west,0.8570595670250818,0.857059568261503
sper,0.44443687186302105,0.888881237377298
tos,0.011866719883315287,0.21461732558979288
bros,0.14290014630818917,0.7420465592921132
hef,0.9852941074198137,0.9852941084301328
kehr,0.6406080350430832,0.9666402844285955
lobt,0.843615640656046,0.8447756282048815
täub,0.8571267376656536,0.8571267377213149
fens,0.10000000000000023,0.33333333356553063
fiel,0.9087870330900562,0.9087870330905354
nimm,0.8180139324734158,0.9532098460414331
krip,0.8571428571428571,0.8571428571428571
belt,0.3333333333333333,0.5
ber,0.017670964279538254,0.18220787396974822
jüngst',0.6665912200565912,0.6666643848845591
zeugt,0.9696794177576893,0.9696796069188908
wünscht',0.7999998381989518,0.7999998381989518
barmst,0.6666666666666666,0.6666666666666666
heilt,0.7485273240326624,0.7499453672102151
star',0.6666651560224036,0.6666651560224036
dert,0.01806717622526897,0.4953191408403912
pfa,0.899999999362645,0.899999999362645
bich,0.3333333333333522,0.3333333338345277
neun,0.45249218480761866,0.9674018754853929
mühst,0.25000000000000006,0.5000000000000002
kauft',0.6647927614556546,0.6647927614556546
fels,0.7944853136198389,0.927676287386957
trift,0.7080333906841375,0.7080333906841375
seng,0.75,0.75
jahr,0.7499576093822522,0.7499576096057625
ritzt,0.6666666664989571,0.6666666664989571
ports,0.6666634904585806,0.6666634904585806
nimmt,0.628730975581021,0.8947652033590332
aun,0.7984519196605765,0.7984524235952488
falt,0.2,0.49999999999999983
ger,0.015287565611831566,0.04519855393563966
schrien,0.8595912597313035,0.933083951405396
schlag,0.789438853218918,0.9442533290092848
lied,0.4996353720881579,0.6661804961241765
nym,0.8571423376255961,0.8571423376255961
schweb,0.856944854544517,0.856944854544517
bat,0.7989916273539485,0.7989916273539485
schar,0.6642296789943385,0.9868505488362646
kämpf,0.9756097503591517,0.975609750372551
mischt,0.9444300883284783,0.9444301962891292
bäl,0.7490304464090125,0.7490304464090125
schnur,0.8558890956445645,0.8565468401972064
ob,0.6000289714109421,0.7615758297815896
rind,0.7499840219522038,0.7499840219522038
schnü,0.6528022058726787,0.6528022058726787
stum,0.2779591799980907,0.7779722463649941
web,0.7493866179884004,0.7499985801001301
wut,0.7042180387855229,0.9625141031048137
thry,0.37039668357864897,0.37039668357864897
lo,0.7734604852659067,0.7775999660533682
tranks,0.9230659595173379,0.9230729998824682
kü,0.75,0.75
schwim,0.6666666666666666,0.6666666666666666
bis,0.5997092597502993,0.6920007896701263
gne,0.6666666666666666,0.6666666666666666
küß,0.6666666666666666,0.6666666666666666
rö,0.959999459113406,0.9599994591134523
zank,0.9411130117906478,0.9411191580686497
tis,0.07151316852203823,0.3349636399537912
ße,0.009091572384701943,0.26430401075190574
schul,0.9929576844138231,0.9929576845908665
schwän,0.6666592310346052,0.6666596914157935
quäs,0.7499999612699748,0.7499999612699753
setz',0.6150374276254312,0.6150374276256212
lüb,0.6666666666666666,0.6666666666666666
tisch,0.799999541701539,0.799999541701539
art,0.7142478718113968,0.8332891837801258
knie,0.9830158902852811,0.9830158983273926
zun,0.7041936134294529,0.7041936173133087
fechts,0.7999743862206559,0.7999743862206559
stab,0.9285244958124879,0.9285244958124879
xan,0.95832777355158,0.9583277735667539
äxt',0.7999841882168389,0.7999848773771655
recht,0.4998292252980284,0.9653017158991748
kem,0.25000000626659086,0.49999340386583757
su,0.974358043148044,0.974358043148044
bers,0.11350224652331137,0.41403365570376016
brau,0.9472495808578109,0.9472520302797055
schlech,0.966666630025134,0.9666666302270366
gold',0.8314677700423904,0.8314678004155063
steigt,0.43322144293308135,0.6931944771949031
streck',0.6661152844336029,0.6661152844336029
ehrst,0.6666072331168348,0.6666148511501457
rüst',0.6665997280632053,0.6665997280632053
schnellt',0.6666666666666666,0.6666666666666666
säu,0.9523642293954417,0.9523644335264095
tel,0.023821191735614616,0.03732658717050271
lehr,0.6665812059616837,0.6666624051635258
dort,0.8480774989377996,0.997305653406509
deln,0.013543000361432049,0.07229413175220223
schwef,0.6666641917760625,0.6666641917762628
wil,0.9814806964014318,0.9814810486019458
my,0.49411014390518465,0.4941185500368125
biß,0.7496171354047566,0.7496171354047566
huf',0.6666666666630223,0.6666666666630223
bun,0.9047156795507443,0.9047172914670014
bri,0.7930811310311136,0.7931291743051141
ma,0.3202431977089802,0.36372952759593113
nos',0.07143046288902688,0.26033007337689273
knal,0.6666548121741164,0.6666548121741164
zahl,0.8701175437045937,0.9326460962293288
herbst,0.8749781468184462,0.8749781468567607
kämpft',0.8741781551174909,0.8741781551174909
scha,0.9661038728595343,0.977695922537958
schallt,0.6665635202348724,0.6665635202348724
klaf,0.6520213184361607,0.6520213184733596
gut,0.7122067649076211,0.9531233620785904
hain,0.5459705454472283,0.7507095037559709
from,0.8565871227416252,0.8565871227416252
graß,0.75,0.75
büßt,0.7999160547399918,0.7999160688688114
gich,0.36367829369238924,0.36367829369238924
dienst,0.7498672904173962,0.7498672904807167
lie,0.9888252240500423,0.9888252767006588
stüm,0.9505078083027314,0.9505078214595374
gy,0.49999999999346084,0.5001170797053808
ska,0.05555558969233233,0.2789041408586173
mäch,0.9884369297804931,0.9884416475340138
trons,0.3333333333333333,0.6666666654226631
spur,0.7992604069941616,0.7992604070030535
off,0.666666660126556,0.666666660126556
stand's,0.6666656206709295,0.6666656233583156
brand,0.8999628411883496,0.8999628411883496
schaut,0.7221405845592084,0.9332356150258897
netz',0.6651524206697941,0.6653893998954893
pols,0.6666666666666666,0.6666666666666666
fert,0.12500000055825217,0.3333333348223648
kyl,0.4235002402030342,0.4235027383744675
wenn's,0.7591136194660685,0.7591136194685552
klüg,0.6666666666666666,0.6666666666666666
lern,0.19982987635448876,0.3330498790739142
kniet,0.666051959903266,0.666051959903266
wind',0.8746396742590589,0.8746396742914356
brut,0.748569440958423,0.7485694409584256
in,0.05303691135835178,0.19781574956976009
pein,0.7499814844332876,0.7499814844332876
lest,0.08333354539083786,0.17068827250079383
eb,0.8999844183663933,0.8999844195294476
heiß',0.7993442412420892,0.7993519133478202
klein,0.7822152067502601,0.9561477086103021
zeugt',0.924799969619996,0.9248000078387605
storn,0.3333333333333333,0.33333333395888326
ost,0.749999999374449,0.749999999374449
gau,0.7998533186588499,0.7998536932125588
fet,0.6078552032367965,0.8105022940267519
könnt,0.7460847933197405,0.7460847933197405
phei,0.7001261396688536,0.80012276743738
strengt',0.6666666040171988,0.6666666040171988
sink',0.6666623140501581,0.6666623140501582
spött,0.6660833908541087,0.6660841608540536
phor,0.9165041284370553,0.916505901283954
kil,0.749999394263176,0.749999394263176
ta,0.7852003918230024,0.851262411658466
pie,0.48935199209462166,0.7393519901566976
knickt,0.7499981133020446,0.7499981133020446
holt',0.6666633258478426,0.6666633258478426
speer',0.8571187942843106,0.8571187942844337
kämp,0.9944442430574867,0.9944442451756923
lai,0.6666666666666666,0.6666666666666666
qua,0.9090541467206991,0.909054161379217
ruhm,0.6955254386406042,0.9909831815908698
hüft,0.7486179255003533,0.7486179255003533
trüm,0.9090228999189436,0.9090228999202554
lands,0.5944873641763019,0.7431092051821467
läng',0.701264485799115,0.701264485799115
chers,0.3333333333333333,0.339704039201647
trag',0.8571380008607352,0.8571380008610248
bührt's,0.7996727684068337,0.799672837468878
kier,0.02061402248980092,0.9602414128740787
wünscht,0.9157808077030163,0.915786338115145
hemmt,0.9255315397105082,0.9598110847512639
traurt,0.7970945142652714,0.7970945142652714
horn,0.8461510682553314,0.9166636572833239
hört',0.8748261436377758,0.8748261684290953
taucht,0.5553016720919047,0.8329525081365542
kans,0.8,0.8
ga,0.21813786605121818,0.22772858427054993
ol,0.6666666666666666,0.6666666666666666
lohnt,0.7496708219732029,0.7496708219732029
kum,0.8888887711887828,0.9444443232615077
si,0.16840731309123608,0.16890622118206625
sträuch,0.7999995872559731,0.7999995872559731
trit,0.6666666666666666,0.6666666666666666
stü,0.9583016453757986,0.9583018447504693
flä,0.75,0.75
forst,0.8570151067154442,0.8570151067154445
dunk,0.9285628753746855,0.9285628896277465
barg,0.8180883273862695,0.9090110273523437
nachts,0.7999999999999995,0.7999999999999995
zür,0.9833331394202873,0.9833331409804805
sturm,0.9117520327217263,0.9705752840725235
lea,0.8325469223835765,0.8325470326397133
phi,0.7077941452834922,0.7090237088288591
zier,0.9599998385752885,0.959999873212934
mernd,0.05265270873052606,0.10546602966810094
drin,0.9772725272571122,0.9772725381396594
schnob,0.6666666666666666,0.6666666666666666
tein,0.3333333333333333,0.6666666611627824
furt,0.8146925690646643,0.8146927614698262
zäu,0.7999999565605471,0.7999999565605471
trunk,0.7494077944800628,0.7494077948501421
tym,0.75,0.75
fäus,0.7499995503365144,0.7499995503365144
lüf,0.6666666367457127,0.6666666367461233
käst,0.6666666666666666,0.6666666666666666
streut,0.8749829300849856,0.8749829300849856
weib,0.9481886730548247,0.982671472620058
nernd,0.2,0.33333333333333337
jüng,0.9821063412115965,0.9821386782815656
tor,0.08739548942666553,0.42631946305818924
tier,0.14285714513972106,0.8333159124847573
nisch,0.055555615491153405,0.360310196732565
ckelnd,0.3333333333333333,0.5
schied,0.8999804925033409,0.8999971716312828
rund,0.7908730460370037,0.7908731266490399
helms,0.8887966222772121,0.8887966222772121
nicht,0.47298909446525106,0.8977167208921266
hengst',0.6654386368612205,0.6654386368612205
schem,0.16666666667155203,0.33333084169263477
knie',0.952342765078846,0.9523427719375928
wag,0.8999997643607366,0.8999997685162378
ziemt',0.7999405691891374,0.7999405691891374
schrä,0.6666666666666666,0.6666666666666666
tal,0.44257872233598783,0.6393351837838916
kränz,0.6666492406400125,0.6666492406400177
rasch,0.977774423414671,0.9777744235328509
lockt',0.7997902076770477,0.799790510420556
zäh,0.9841267570825505,0.9841267655607576
herbs,0.7499968123142198,0.7499968125041159
spal,0.7999988916146386,0.7999988916146392
wölbt',0.6666666666666666,0.6666666666666666
gnen,0.22886117978803058,0.22886122716033186
durs,0.7499921835630483,0.7499924360973157
härmt,0.6666651749993561,0.6666651749993561
os',0.02083354168541728,0.06341644793323944
leus,0.0026120229528023764,0.5300537945473952
wacht',0.7497517540313858,0.7497517540313858
schers,0.04545454545454549,0.5000000000000016
nich,0.8095063100431882,0.810412102039656
gelnd,0.1257114422295471,0.2514673810652201
klär,0.6666664691652587,0.6666664691652605
freu',0.6659739068901714,0.6660022974340326
chas,0.11247709003563498,0.25153345395620264
lieb',0.9411668232966429,0.941166903315977
krauts,0.6666617690109297,0.6666617690109297
heg',0.7999382591065968,0.7999382599481396
ulm',0.6666666663498524,0.666666666349862
kränkst,0.6654998730109423,0.6655003991703264
prangt',0.8332965791676168,0.8332982894721497
land,0.823378871984991,0.9693336540404611
deck,0.9473682748133827,0.9473682748490554
gabst,0.7977385978809056,0.7977402195767518
blink,0.7999990605168785,0.7999990605168785
ä,0.510915543301892,0.742305915725342
strie,0.6666665010079195,0.6666665010079195
her,0.656823308745805,0.7589265592203548
schmerzt,0.6486232234538665,0.6486232234538665
brenn',0.3592396820158368,0.3592396820158376
thos,0.032798599854769295,0.21937234407762693
brüs,0.749999969902837,0.749999969902837
spräch,0.93332253868456,0.9333236459740969
legt',0.9599193013470008,0.959919303266783
maß',0.6612883056109548,0.6612883056109548
seil',0.7999894111880432,0.7999894114905064
knirscht',0.6663755876980099,0.6663755876980099
sil,0.9846127855922525,0.9846127899626529
schnells,0.799997586832459,0.799997586832459
troi,0.6666645122539335,0.6666645122539335
der's,0.6666613792923614,0.6666613792923614
schickt,0.6665301541885337,0.6665301541885337
hei,0.9950153749441915,0.9950492643699935
lief,0.616928403296991,0.9339600789183329
tu's,0.7999999999999999,0.7999999999999999
sty,0.8333213584562099,0.8333213584562099
schärf',0.8311301728206603,0.8311313610150247
lieb,0.9779895888070638,0.9889782583544278
straft',0.8565981171485714,0.8565981265117818
sticht,0.6575052277868214,0.6663129785786719
straff,0.7499618634490395,0.7499622973205982
trin,0.908974741914794,0.9089778089594694
stöhnt,0.6666426408751692,0.6666426408751692
wies',0.6666666666666666,0.6666666666666666
nie,0.8381233039123629,0.9951206899942032
lach,0.833333287830589,0.833333287830589
komm,0.9521855874194213,0.9521857032009361
trennt,0.9565173982313782,0.9565174441297933
find,0.7999947256030874,0.7999947256030874
soh,0.9863004796925203,0.9863005138672091
faß,0.9677419171170077,0.9677419171333722
aus,0.24068263074518845,0.5065357304819417
sinn,0.788458592478721,0.9774639700017155
gu,0.9444363868572241,0.9444363868674531
derbt,0.75,0.75
glat,0.7232288139272336,0.7232331413279256
sei,0.8475511166859752,0.932204864441123
fremd',0.650999533726922,0.650999533726922
nannt,0.9470167992257764,0.9470168012264303
dis,0.33333333406944515,0.6666666666084534
frank,0.6664530227183643,0.6664531009988288
nehmt,0.8332107375475791,0.8332107375475791
trauns,0.6666666659240277,0.6666666659240277
gal,0.8318348427345071,0.8320091853923035
pit,0.6660584574582509,0.6660584574582509
flecht,0.75,0.75
lich,0.0019229877408021988,0.14795037551515686
rung,0.029411764706536163,0.09092773484251386
dungs,0.03846153846350749,0.9615384235684695
kest,0.3333333333333333,0.5
wein,0.9374254283991807,0.9686729476335711
qui,0.8749999926032721,0.8749999926032721
fiehlst,0.6666666666662392,0.6666666666662392
stäub,0.6666666666666666,0.6666666666666666
fuß,0.8447865744732401,0.9820575731290425
späh,0.6666630162127017,0.6666630162127017
füllt',0.8566463506300985,0.8566463606789902
wagt,0.9166598775797947,0.9166598778092789
zween,0.5705187537163828,0.9863115942851506
hat's,0.6646796240469529,0.6646796240469529
biet,0.7499412645628498,0.7499412645798182
letz,0.9090909045121142,0.9090909045121142
schlang,0.9332520800089464,0.9332520823313748
stieg,0.5915539855060815,0.9710967406062528
stür,0.9947359671373918,0.994736655703788
sai,0.6666617848416547,0.6666617848416547
sind,0.32255915834472293,0.6853908385681712
sumpf,0.6654860775910013,0.6654860775910013
rängt,0.6666530111568814,0.6666530311226292
schneid',0.6666666666666666,0.6666666666666666
mein',0.9319918294760081,0.9333228304021751
fraun,0.61865388202863,0.9508566009215417
säf,0.6666635376940869,0.6666635376940869
teln,0.19999999999999996,0.4999999999999999
melt,0.03846153846297325,0.41333518608884556
stärks,0.8749989264134224,0.8749989264599403
sprang,0.9050179624201679,0.9856095827402566
beugt,0.7139021353945837,0.8328858246271805
sti,0.8331604862071198,0.8331604862071198
ih,0.9915174122900846,0.9915174482792511
wäch,0.8333323694234401,0.8333323694234421
tilgt',0.6666666661458029,0.6666666661458029
er',0.3333333333333333,0.3341906691256635
zung,0.09090909090909088,0.4999999999999996
trü,0.9209608031794545,0.9209608130851039
kränk,0.799999976217258,0.799999976217258
weckt',0.854604117917558,0.8546041179187038
würgt,0.8542920604947336,0.8542922033187036
lab,0.8571428557489915,0.8571428558000007
scheib',0.7457790542549497,0.7457827693787253
sähst,0.499716270005254,0.6662883605307834
trä,0.9682473612318903,0.9805028750203777
wä,0.9786897179071904,0.9786959695945202
seln,0.0500000762306613,0.08333828624574166
lun,0.2500000029293931,0.2500000029293931
delst,0.16666666729303042,0.25000000093954566
füh,0.9896194827672631,0.9899992832672139
eich,0.6666420959820453,0.666642095983021
neus',0.10017013605266116,0.20027888449022113
lens,0.3333333333514963,0.5931447978506624
taucht',0.8749732269394572,0.8749732269394572
phle,0.6666666666666666,0.6666666666666666
deh,0.7499657907806395,0.7499657910048483
lust,0.1428426316672627,0.799936865568111
zeigt,0.7499334047316917,0.7499334047316926
töd,0.7999674809820738,0.7999674809822325
bebt,0.824890454450676,0.824890454450676
ei,0.991742174889476,0.9934130563494309
lips,0.3333333333333333,0.3333333333333333
bein,0.7712173066409834,0.9544147727436344
blieb,0.6447449121937527,0.9612195163680147
don,0.4431901280582885,0.6608788776601391
schild,0.9351324826457806,0.9901595899016321
schelt',0.6666666666666666,0.6666666666666666
schaffst,0.6663115128337332,0.6664524714119778
kennt',0.6644164508319059,0.6644164508319059
weißt,0.9050360461054514,0.9090464336025034
fein,0.961538244969388,0.9615382453671495
mahls,0.8332737523464708,0.8332737523517221
schet,0.05263173702850499,0.3333427422998119
draus,0.6666666666666666,0.6666666666666666
stärk,0.8333320414682367,0.8333320414682367
sum,0.6666666666666666,0.6666666666666666
tän,0.8749999922366346,0.8749999922366558
naht',0.9473284618294874,0.9473286282512408
durchs,0.05000191709910503,0.29285073043598525
im,0.09056218365441954,0.3401852341736479
füß',0.9545133837286006,0.9545133859161886
scham,0.6988444142929916,0.9488249308540437
straf,0.7999972483977343,0.7999972483977343
stürmt',0.9545360792668965,0.9545360796761905
geßt,0.6666660711914291,0.6666660711914291
flur,0.95379925523515,0.953799255734197
lehrt,0.7999710995355696,0.7999710995355966
stickt,0.6656085205237348,0.6656085205237348
dump,0.7999501806013101,0.7999501806013101
dar,0.5521312097820258,0.6072990086566283
see,0.98058054150776,0.9901941669489118
häs,0.6666666666666666,0.6666666666666666
det,0.004204760610845681,0.06525689130160009
vo,0.9565065834752337,0.9565065917444787
künf,0.9642814680717874,0.964281485470629
zwun,0.9499997501636497,0.9499997501939742
ihm,0.17530988984799048,0.38433435004846406
kür,0.25000000000017675,0.7473818817333404
trat,0.9508524277157088,0.9869607894607626
bergs,0.7497119269293978,0.7497119269462365
stritt,0.7956348888905345,0.7956348888905345
viehs,0.3333333333955876,0.6666394532211924
sellt,0.9545401853283187,0.9545401906873338
pis,0.3476532687542907,0.3476532687542907
kri,0.499632039156523,0.4996320391937839
zorns,0.8570023830639508,0.8570023830639842
grund,0.710726267278758,0.8424136404178932
wank,0.7999999818511936,0.7999999818685872
zum,0.02677961056811805,0.34276422251583805
phti,0.9439479973338898,0.9439900729005234
hai,0.6666666666645169,0.6666666666645169
daß,0.6630349448983854,0.8480587657608154
