line_number,book_number,original_text
6879,14,"Denn dem einen gefällt dies Werk, dem anderen jenes."
6880,14,"Eh' der Achaier Söhne gen Troja waren gesegelt,"
6881,14,Führt' ich neunmal Männer in schnellgeruderten Schiffen
6882,14,"Gegen entlegene Völker, und kehrte mit Beute zur Heimat."
6883,14,"Hievon nahm ich zuerst das schönste Kleinod, und vieles"
6884,14,"Teilte das Los mir zu. So mehrte sich schnell mein Vermögen,"
6885,14,Und ich ward geehrt und hochgeachtet in Kreta.
6886,14,Aber da Zeus' Vorsehung die jammerbringende Kriegsfahrt
6887,14,"Ordnete, welche das Leben so vieler Männer geraubt hat;"
6888,14,"Da befahlen sie mir, mit Idomeneus, unserm Beherrscher,"
6889,14,Führer der Schiffe zu sein gen Ilios; alle Versuche
6890,14,Mich zu befrein mißlangen; mich schreckte der Tadel des Volkes.
6891,14,Und neun blutige Jahre durchkämpften wir Söhne der Griechen;
6892,14,"Und im zehnten verheerten wir Priamos' türmende Feste,"
6893,14,Steurten dann heim mit den Schiffen; und Gott zerstreute die Griechen.
6894,14,Über mich Armen verhängte der Rat Kronions ein Unglück.
6895,14,"Denn nur einen Monat verweilt' ich daheim, mit dem Weibe"
6896,14,"Meiner Jugend, den Kindern und meinem Gesinde mich freuend."
6897,14,"Und mich reizte mein Herz, mit göttergleichen Gefährten"
6898,14,"Einige Schiffe zu rüsten, und nach dem Ägyptos zu segeln."
6899,14,"Und ich rüstete neun, und schnell war die Menge versammelt."
6900,14,"Hierauf schmausten bei mir sechs Tage die lieben Gefährten,"
6901,14,Und ich schlachtete viele gemästete Tiere zum Opfer
6902,14,"Für die seligen Götter, und zum erfreuenden Schmause."
6903,14,"Aber am siebenten Tage verließen wir Kreta, und fuhren,"
6904,14,"Unter dem lieblichen Wehn des reinen beständigen Nordwinds,"
6905,14,"Sanft, wie mit dem Strome, dahin; und keines der Schiffe"
6906,14,"Wurde verletzt; wir saßen, gesund und fröhliches Mutes,"
6907,14,"Auf dem Verdeck, und ließen vom Wind' und Steuer uns lenken."
6908,14,Aber am fünften Tag' erreichten wir des Ägyptos'
6909,14,"Herrlichen Strom, und ich legte die gleichen Schiffe vor Anker."
6910,14,"Dringend ermahnt' ich jetzo die lieben Reisegefährten,"
6911,14,"An dem Gestade zu bleiben, und unsere Schiffe zu hüten,"
6912,14,Und versendete Wachen umher auf die Höhen des Landes.
6913,14,"Aber sie wurden von Trotz und Übermute verleitet,"
6914,14,Daß sie ohne Vorzug der Ägypter schöne Gefilde
6915,14,"Plünderten, ihre Weiber gefangen führten, die Männer"
6916,14,Und unmündigen Kinder ermordeten. Und ihr Geschrei kam
6917,14,"Schnell in die Stadt. Sobald der Morgen sich rötete, zogen"
6918,14,"Streiter zu Roß und Fuße daher, und vom blitzenden Erze"
6919,14,Strahlte das ganze Gefild. Der Donnerer Zeus Kronion
6920,14,"Sendete meinen Gefährten die schändliche Flucht, und es wagte"
6921,14,Keiner dem Feinde zu stehn; denn ringsum drohte Verderben.
6922,14,"Viele töteten sie mit eisernen Lanzen, und viele"
6923,14,Schleppten sie lebend hinweg zu harter sklavischer Arbeit.
6924,14,Aber Kronion Zeus gab selber diesen Gedanken
6925,14,Mir ins Herz: (o hätte mich lieber des Todes Verhängnis
6926,14,"Dort in Ägyptos ereilt, denn meiner harrte nur Unglück!)"
6927,14,"Eilend nahm ich den schöngebildeten Helm von dem Haupte,"
6928,14,"Und von der Schulter den Schild, und warf den Speer aus der Rechten,"
6929,14,"Ging dem Wagen des Königs entgegen, küßt' und umarmte"
6930,14,"Seine Knie', und er schenkte mir voll Erbarmen das Leben,"
6931,14,"Hieß in den Wagen mich steigen, und führte mich Weinenden heimwärts."
6932,14,Zwar es stürzten noch oft mit eschenen Lanzen die Feinde
6933,14,"Mich zu ermorden heran, denn sie waren noch heftig erbittert;"
6934,14,"Aber er wehrte sie ab, aus Furcht vor der Rache Kronions,"
6935,14,"Welcher die Fremdlinge schützt, und ihre Beleidiger strafet."
6936,14,"Sieben Jahre blieb ich bei ihm, und sammelte Reichtum"
6937,14,Von dem ägyptischen Volke genung; denn sie gaben mir alle.
6938,14,Doch wie das achte Jahr im Laufe der Zeiten herankam;
6939,14,"Siehe da kam ein phönikischer Mann, ein arger Betrüger"
6940,14,"Und Erzschinder, der viele Menschen ins Elend gestürzt hat."
6941,14,"Dieser beredete mich, mit ihm nach Phönike zu fahren,"
6942,14,Wo der Bube sein Haus und sein Erworbenes hatte.
6943,14,Und ein volles Jahr verweilt' ich bei ihm in Phönike.
6944,14,"Aber da jetzt die Monden und Tage waren vollendet,"
6945,14,Und ein anderes Jahr mit den kreisenden Horen herankam;
6946,14,"Führt' er gen Libya mich im meerdurchwallenden Schiffe,"
6947,14,"Unter dem listigen Schein, als braucht' er mich bei der Ladung:"
6948,14,"Um mich dort zu verkaufen, und großen Gewinn zu erwerben."
6949,14,"Ihn begleitet' ich zwar argwöhnend, aber ich mußte."
6950,14,"Und sie steurten, im Wehn des reinen beständigen Nordwinds,"
6951,14,Über Kreta dahin; doch Zeus beschloß ihr Verderben.
6952,14,"Als wir das grüne Gestade von Kreta jetzo verlassen,"
6953,14,"Und ringsum kein Land, nur Meer und Himmel zu sehn war;"
6954,14,Breitete Zeus Kronion ein dunkelblaues Gewölk aus
6955,14,"Über das laufende Schiff, und Nacht lag über der Tiefe."
6956,14,"Und nun donnerte Zeus, der hochgeschleuderte Strahl schlug"
6957,14,"Schmetternd ins Schiff, und es schwankte vom Donner des Gottes erschüttert,"
6958,14,"Alles war Schwefeldampf, und die Männer entstürzten dem Boden."
6959,14,"Ähnlich den Wasserkrähn, bekämpften sie, rings um das Schiff her,"
6960,14,Steigend und sinkend die Flut; doch Gott nahm ihnen die Heimkehr.
6961,14,"Aber Kronion gab, in der schrecklichen Angst und Betäubung,"
6962,14,Selber den hohen Mast des blaugeschnäbelten Schiffes
6963,14,"Mir in die Hände, damit ich noch dem Verderben entflöhe."
6964,14,"Diesen umschlang ich, und trieb durch den Sturm und die tobenden Fluten."
6965,14,Und neun Tage trieb ich umher; in der zehnten der Nächte
6966,14,Warf mich ans Land der Thesproten die hochherrollende Woge.
6967,14,"Allda nahm mich Pheidon, der edle thesprotische König,"
6968,14,Freundlich und gastfrei auf; denn es fand sein Sohn am Gestade
6969,14,"Mich von Frost und Arbeit Entkräfteten liegen, und führte"
6970,14,"Mich mit stützender Hand zu seines Vaters Palaste,"
6971,14,Und bekleidete mich mit prächtigem Mantel und Leibrock.
6972,14,"Jener erzählte mir dort von Odysseus, welcher, zur Heimat"
6973,14,"Kehrend, ihn hätte besucht, und viele Freundschaftgenossen."
6974,14,"Und er zeigte mir auch die gesammelten Güter Odysseus',"
6975,14,Erzes und Goldes die Meng' und künstlichgeschmiedetes Eisens;
6976,14,Daß bis ins zehnte Glied sein Geschlecht noch könnte versorgt sein.
6977,14,Solch ein unendlicher Schatz lag dort im Hause des Königs.
6978,14,"Jener war, wie es hieß, nach Dodona gegangen, aus Gottes"
6979,14,"Hochgewipfelter Eiche Kronions Willen zu hören,"
6980,14,"Wie er in Ithaka ihm, nach seiner langen Entfernung,"
6981,14,"Heimzukehren beföhle, ob öffentlich, oder verborgen."
6982,14,"Pheidon beschwur es mir selbst, und beim Trankopfer im Hause,"
6983,14,"Segelfertig wäre das Schiff, und bereit die Gefährten,"
6984,14,Um ihn heimzusenden in seiner Väter Gefilde.
6985,14,Aber mich sandt' er zuvor: denn ein Schiff thesprotischer Männer
6986,14,"Ging zu dem weizenreichen Dulichion. Diesen befahl er,"
6987,14,Mich sorgfältig dahin zum König Akastos zu bringen
6988,14,Aber ihrem Herzen gefiel der grausamste Ratschluß
6989,14,"Über mir, daß ich ganz in des Elends Tiefe versänke."
6990,14,"Als das segelnde Schiff nun weit von dem Ufer entfernt war,"
6991,14,Droheten jene mir gleich mit dem schrecklichen Tage der Knechtschaft.
6992,14,"Meinen Mantel und Rock entrissen mir jetzo die Räuber,"
6993,14,"Und umhüllten mir drauf den häßlichen Kittel und Leibrock,"
6994,14,"Beide zerlumpt, wie du selber mit deinen Augen hier siehest."
6995,14,Und am Abend erreichten wir Ithakas sonnige Hügel.
6996,14,Jetzo banden sie mich im schöngezimmerten Schiffe
6997,14,"Fest mit dem starkgeflochtenen Seil, und stiegen dann selber"
6998,14,"An das Gestad', und nahmen die schnellbereitete Mahlzeit."
6999,14,Aber die Götter lösten mir leicht die Knoten der Fessel.
7000,14,"Und ich band um das Haupt die zusammengewickelten Lumpen,"
7001,14,"Ließ am geglätteten Steuer mich nieder, legte mich vorwärts"
7002,14,"Auf das Wasser, und schwamm, mit beiden Händen mich rudernd,"
7003,14,"Hurtig von dannen, und bald war ich ferne von ihnen gekommen."
7004,14,"Jetzo stieg ich ans Land, kroch unter ein dickes Gebüsche,"
7005,14,"Schmiegte mich hin, und lag. Die andern suchten indessen"
7006,14,"Mich lautkeuchend umher; allein sie fanden nicht ratsam,"
7007,14,"Tiefer ins Land zu gehn. Sie kehrten zurück, und bestiegen"
7008,14,Wieder das hohle Schiff; und mich entrissen die Götter
7009,14,"Leicht der Gefahr, und führten zu eines verständigen Mannes"
7010,14,Hütte mich hin. Denn noch verlängt das Schicksal mein Leben.
7011,14,"Ihm antwortetest du, Eumäos, Hüter der Schweine:"
7012,14,"Unglückseliger Fremdling, ich fühl' es im innersten Herzen,"
7013,14,Was du von deinen Leiden und Irren mir alles erzählt hast.
7014,14,"Eins nur scheinet mir nicht in der Ordnung, das von Odysseus;"
7015,14,"Nimmer glaub' ich es dir! Was zwingt dich, ehrlicher Alter,"
7016,14,So in den Wind zu lügen? Ich weiß zu gut von der Heimkehr
7017,14,Meines Herren Bescheid! Er ist den Unsterblichen allen
7018,14,"Ganz verhaßt! Nicht einmal vor Troja ließ man ihn sterben,"
7019,14,"Noch in den Armen der Freunde, nachdem er den Krieg vollendet;"
7020,14,"Denn ein Denkmal hätt' ihm das Volk der Achaier errichtet,"
7021,14,Und so wäre zugleich sein Sohn bei den Enkeln verherrlicht!
7022,14,Sondern er ward unrühmlich ein Raub der wilden Harpyen.
7023,14,"Aber ich lebe hier bei den Schweinen so einsam, und komme"
7024,14,"Nie in die Stadt, wo nicht die kluge Penelopeia"
7025,14,"Mir zu kommen gebeut, wenn Botschaft irgendwoher kam."
7026,14,"Ringsum sitzen sie dann, und fragen den Fremdling nach allem:"
7027,14,"Einige grämen sich um den langabwesenden König,"
7028,14,"Andere freuen sich drob, die seine Habe verprassen."
7029,14,"Aber mir ward die Lust zu fragen gänzlich verbittert,"
7030,14,Seit mich jüngst ein ätolischer Mann durch Märchen getäuscht hat.
7031,14,"Dieser war Totschlages halber schon weit geflüchtet, und irrte"
7032,14,"Endlich zu meiner Hütte, wo ich mit Freundschaft ihn aufnahm."
7033,14,Und er verkündigte mir: Bei Idomeneus unter den Kretern
7034,14,"Hab' er ihn bessern gesehen die sturmzerschlagenen Schiffe,"
7035,14,"Und er käme gewiß, im Sommer oder im Herbste,"
7036,14,Mit dem unendlichen Schatz und den göttergleichen Gefährten.
7037,14,"Drum, unglücklicher Greis, den mir ein Himmlischer zuführt,"
7038,14,Trachte nicht meine Gunst durch Lügen dir zu erschmeicheln.
7039,14,"Denn nicht darum werd' ich dich ehren oder bewirten,"
7040,14,"Sondern aus Furcht vor dem gastlichen Zeus, und weil du mich jammerst."
7041,14,Ihm antwortete drauf der erfindungsreiche Odysseus:
7042,14,"Wahrlich, du trägst ein sehr ungläubiges Herz in dem Busen,"
7043,14,Da mir der Eidschwur selbst nicht dein Zutrauen gewinnet!
7044,14,"Aber wohlan! wir wollen uns jetzt vergleichen, und Zeugen"
7045,14,"Sei'n die Unsterblichen uns, des hohen Olympos Bewohner!"
7046,14,"Kehrt er wieder zurück zu diesem Hause, dein König;"
7047,14,"Siehe dann sollst du mich, mit Rock und Mantel bekleidet,"
7048,14,Gen Dulichion senden: denn dort verlanget mein Herz hin.
7049,14,"Kehret er nicht zurück, dein König, wie ich verkünde;"
7050,14,"Alsdann reize die Knechte, vom Felsen herab mich zu stürzen:"
7051,14,"Daß die Bettler hinfort sich scheuen, Lügen zu schwatzen."
7052,14,Ihm antwortete drauf der edle Hüter der Schweine:
7053,14,"Fremdling, da wäre mir traun! bei allen Menschen auf Erden"
7054,14,"Großes Lob und Verdienst für jetzt und immer gesichert,"
7055,14,"Hätt' ich dich erst in die Hütte geführt, und freundlich bewirtet,"
7056,14,"Und erschlage dich dann, und raubte dein liebes Leben!"
7057,14,"Freudigkeit gäbe mir das, vor Zeus Kronion zu beten!"
7058,14,Aber die Stunde zum Essen ist da; bald kommen die Leute
7059,14,"Heim, mit mir in der Hütte das köstliche Mahl zu bereiten."
7060,14,Also besprachen diese sich jetzo untereinander.
7061,14,Und nun kamen die Schwein' und ihre Hirten vorn Felde.
7062,14,"Diese schlossen sie drauf in ihre Ställe zum Schlafen,"
7063,14,Und laut tönte das Schreien der eingetriebenen Schweine.
7064,14,Aber seinen Gehilfen befahl der treffliche Sauhirt:
7065,14,"Bringt das fetteste Schwein, für den fremden Gast es zu opfern,"
7066,14,"Und uns selber einmal zu erquicken, da wir so lange"
7067,14,"Um weißzahnichte Schweine Verdruß und Kummer erduldet,"
7068,14,Während andre umsonst all' unsere Mühe verprassen!
7069,14,"Also sprach er, und spaltete Holz mit dem grausamen Erze."
7070,14,"Jene führten ins Haus ein fett fünfjähriges Mastschwein,"
7071,14,Stellten es drauf an den Herd. Es vergaß der treffliche Sauhirt
7072,14,"Auch der Unsterblichen nicht, denn fromm war seine Gesinnung!"
7073,14,"Sondern begann das Opfer, und warf in die Flamme das Stirnhaar"
7074,14,"Vom weißzahnichten Schwein, und flehte den Himmlischen allen,"
7075,14,Daß sie dem weisen Odysseus doch heimzukehren vergönnten;
7076,14,"Schwung nun die Eichenkluft, die er beim Spalten zurückwarf,"
7077,14,"Schlugs, und sein Leben entfloh; die andern schlachteten, sengten,"
7078,14,Und zerstückten es schnell. Das Fett bedeckte der Sauhirt
7079,14,"Mit dem blutigen Fleische, von allen Gliedern geschnitten;"
7080,14,"Dieses warf er ins Feuer, mit feinem Mehle bestreuet."
7081,14,"Und sie schnitten das übrige klein, und steckten's an Spieße."
7082,14,"Brieten's mit Vorsicht über der Glut, und zogen's herunter,"
7083,14,Legten dann alles zusammen auf Küchentische. Der Sauhirt
7084,14,"Stellte sich hin, es zu teilen; denn Billigkeit lag ihm am Herzen."
7085,14,Und in sieben Teile zerlegt' er alles Gebratne:
7086,14,"Einen legt' er den Nymphen, und Hermes, dem Sohne der Mäa,"
7087,14,Betend den andern hin; die übrigen reicht' er den Männern.
7088,14,Aber Odysseus verehrt' er den unzerschnittenen Rücken
7089,14,"Vom weißzahnichten Schwein, und erfreute die Seele des Königs."
7090,14,Fröhlich sagte zu ihm der erfindungsreiche Odysseus:
7091,14,"Liebe dich Vater Zeus, wie ich dich liebe, Eumäos,"
7092,14,Da du mir armen Manne so milde Gaben verehrest!
7093,14,"Drauf antwortetest du, Eumäos, Hüter der Schweine:"
7094,14,"Iß, mein unglückseliger Freund, und freue dich dessen,"
7095,14,"Wie du es hast. Gott gibt uns dieses, und jenes versagt er,"
7096,14,Wie es seinem Herzen gefällt; denn er herrschet mit Allmacht.
7097,14,"Sprach's, und weihte den Göttern die Erstlinge, opferte selber"
7098,14,"Funkelnden Wein, und gab ihn dem Städteverwüster Odysseus"
7099,14,In die Hand; er saß bei seinem beschiedenen Anteil.
7100,14,"Ihnen verteilte das Brot Mesaulios, welchen der Sauhirt"
7101,14,"Selber sich angeschafft, indes sein König entfernt war:"
7102,14,"Ohne Penelopeia, und ohne den alten Laertes,"
7103,14,Hatt' er von Taphiern ihn mit eigenem Gute gekaufet.
7104,14,Und sie erhoben die Hände zum leckerbereiteten Mahle.
7105,14,"Und nachdem die Begierde des Tranks und der Speise gestillt war,"
7106,14,"Trug Mesaulios wieder das Brot von dannen; und alle,"
7107,14,"Von dem Brot und dem Fleische gesättigt, eilten zur Ruhe."
7108,14,"Eine grauliche Nacht, unerleuchtet vom schwindenden Monde,"
7109,14,"Kam; es regnete Zeus, naßstürmend sauste der Westwind."
7110,14,"Beim Entkleiden versucht' Odysseus, ob ihm der Sauhirt"
7111,14,"Nicht den Mantel vielleicht darbieten, oder der Knechte"
7112,14,"Einem es würde befehlen, da er für ihn so besorgt war:"
7113,14,"Höre mich jetzt, Eumäos, und hört, ihr übrigen Hirten!"
7114,14,"Rühmend red' ich ein Wort, vom betörenden Weine besieget,"
7115,14,"Welcher den Weisesten oft anreizt zum lauten Gesange,"
7116,14,"Ihn zum herzlichen Lachen und Gaukeltanze verleitet,"
7117,14,"Und manch Wort ihm entlockt, das besser wäre verschwiegen."
7118,14,"Aber weil das Geschwätz doch anfing, will ich's vollenden."
7119,14,"Wollte Gott, ich grünte noch jetzt in der Fülle der Jugend,"
7120,14,Als da vor Troja wir uns im Hinterhalte verbargen!
7121,14,"Führer waren Odysseus, und Atreus' Sohn Menelaos,"
7122,14,Und der dritte war ich; denn sie verlangten es selber.
7123,14,"Als wir jetzo die Stadt und die hohe Mauer erreichten,"
7124,14,"Legten wir nahe der Burg, im dichtverwachsenen Sumpfe,"
7125,14,"Zwischen Weiden und Schilfen uns nieder, unter der Rüstung."
7126,14,Eine stürmische Nacht brach an; der erstarrende Nordwind
7127,14,"Stürzte daher; und stöbernder Schnee, gleich duftigem Reife,"
7128,14,"Fiel anfrierend herab, und umzog die Schilde mit Glatteis."
7129,14,"Alle die andern lagen, gehüllt in Mantel und Leibrock,"
7130,14,"Mit dem Schilde die Schulter bedeckt, und schlummerten ruhig."
7131,14,Aber ich Unbesonnener ließ den Mantel beim Weggehn
7132,14,"Meinen Gefährten zurück, denn ich achtete gar nicht der Kälte;"
7133,14,Und ging bloß mit dem Schild' und schöngegürteten Leibrock.
7134,14,"Doch in der dritten Wache der Nacht, da die Sterne sich neigten,"
7135,14,"Stieß ich Odysseus, der mir zur Seiten lag, mit dem Arme,"
7136,14,"Und sprach schaudernd zu ihm; und schnell war er munter, und hörte:"
7137,14,"Edler Laertiad', erfindungsreicher Odysseus,"
7138,14,Lange bleib' ich nicht mehr bei den Lebenden; sondern mich tötet
7139,14,"Frost, denn ich ließ den Mantel zurück; mich verführte mein Dämon,"
7140,14,Bloß im Rocke zu gehn: und nun ist keine Errettung!
7141,14,"Also sprach ich, und schnell beschloß er dieses im Herzen;"
7142,14,So wie immer der Held zum Rat und Kampfe bereit war:
7143,14,Eilend erwidert' er mir mit leiseflüsternder Stimme:
7144,14,"Schweige jetzt, damit kein andrer Achaier dich höre!"
7145,14,"Sprach's, und stützte das Haupt auf den Ellenbogen und sagte:"
7146,14,"Hört, ihr Lieben, ein göttlicher Traum erschien mir im Schlafe."
7147,14,"Wir sind weit von den Schiffen entfernt! O ginge doch einer,"
7148,14,"Atreus' Sohn' Agamemnon, dem Hirten der Völker, zu sagen,"
7149,14,Daß er noch mehren vom Ufer hieher zu eilen geböte!
7150,14,"Also sprach er; und Thoas, der Sohn Andrämons, erhub sich"
7151,14,"Eilend, und warf zur Erde den schönen purpurnen Mantel,"
7152,14,Und lief schnell zu den Schiffen; und ich umhüllte mir freudig
7153,14,"Sein Gewand, und lag, bis die Morgenröte heraufstieg."
7154,14,"Wollte Gott, ich grünte noch jetzt in der Fülle der Jugend!"
7155,14,Ach! dann schenkte mir wohl ein Sauhirt hier in der Hütte
7156,14,"Einen Mantel, aus Lieb' und Achtung gegen den Tapfern!"
7157,14,"Nun verachten sie mich, weil ich so elend bedeckt bin!"
7158,14,"Ihm antwortetest du, Eumäos, Hüter der Schweine:"
7159,14,"Greis, untadelig ist das Geheimnis, so du erzählest;"
7160,14,Und kein unnütz Wort ist deinen Lippen entfallen.
7161,14,"Drum soll's weder an Kleidung, noch etwas anderen, dir mangeln,"
7162,14,"Was unglücklichen Fremden, die Hilfe suchen, gebühret,"
7163,14,Jetzt! Doch morgen mußt du in deine Lumpen dich hüllen.
7164,14,Denn nicht viele Mäntel und oftveränderte Röcke
7165,14,Haben wir anzuziehn; nur einen hat jeglicher Sauhirt.
7166,14,"Kehrt einst wieder zurück der geliebte Sohn von Odysseus,"
7167,14,"Gerne wird dich dieser mit Rock und Mantel bekleiden,"
7168,14,"Und dich senden, wohin es deinem Herzen gelüstet."
7169,14,"Also sprach er, erhub sich, und setzte neben dem Feuer"
7170,14,"Ihm ein Bette, bedeckt mit Fellen von Ziegen und Schafen."
7171,14,Und Odysseus legte sich hin. Da bedeckte der Sauhirt
7172,14,"Ihn mit dem großen wollichten Mantel, womit er sich pflegte"
7173,14,"Umzukleiden, wenn draußen ein schrecklicher Winterorkan blies."
7174,14,Also schlummerte dort Odysseus; neben Odysseus
7175,14,Legten die Jünglinge sich zum Schlummer. Aber der Sauhirt
7176,14,"Liebte nicht, in dem Bett', entfernt von den Schweinen, zu schlafen;"
7177,14,"Sondern er waffnete sich, hinauszugehn; und Odysseus"
7178,14,"Freute sich, daß er so treu des Entfernten Güter besorgte."
7179,14,"Erstlich hängt' er ein scharfes Schwert um die rüstigen Schultern,"
7180,14,"Hüllte sich dann in den windabwehrenden wollichten Mantel,"
7181,14,"Nahm das zottichte Fell der großen gemästeten Ziege,"
7182,14,"Nahm auch den scharfen Speer, den Schrecken der Menschen und Hunde,"
7183,14,"Eilte nun hin, zu ruhn, wo die hauerbewaffneten Eber"
7184,14,"Lagen, unter dem Hange des Felsen, geschirmt vor dem Nordwind."
7185,15,"Pallas Athene ging zu der großen Stadt Lakedämon,"
7186,15,Daß sie den rühmlichen Sohn des hochgesinnten Odysseus
7187,15,"Reizte, des Vaterlands zu gedenken, und wiederzukehren."
7188,15,Und Telemachos lag mit Nestors blühendem Sohne
7189,15,Ruhend vor dem Palast Menelaos' des Ehregekrönten.
7190,15,Nestors blühender Sohn lag sanft vom Schlummer gefesselt;
7191,15,Aber Telemachos floh der süße Schlummer; er wachte
7192,15,"Durch die ambrosische Nacht, um den Vater herzlich bekümmert."
7193,15,"Vor ihn stellte sich Zeus' blauäugichte Tochter, und sagte:"
7194,15,"Länger ziemt es sich nicht, Telemachos, ferne zu irren,"
7195,15,"Da du alle dein Gut, und so übermütige Männer"
7196,15,"In dem Palaste verließest; damit sie nicht alles verzehren,"
7197,15,"Deine Habe sich teilend, und fruchtlos ende die Reise!"
7198,15,"Auf! erinnere gleich den Rufer im Streit Menelaos,"
7199,15,"Heim dich zu senden, damit du die treffliche Mutter noch findest."
7200,15,"Denn schon wird sie vom Vater und ihren Brüdern gedränget,"
7201,15,Daß sie Eurymachos nehme; denn dieser schenkte das meiste
7202,15,"Unter den Freiern, und beut die reichste Bräutigamsgabe."
7203,15,"Und man könnte dir leicht, ohn' deinen Dank, aus dem Hause"
7204,15,Manches Gut mitnehmen; du kennst ja des Weibes Gesinnung!
7205,15,"Immer sucht sie den Mann, der ihr beiwohnt, zu bereichern;"
7206,15,Aber die vorigen Kinder und ihrer Jugend Geliebten
7207,15,"Kennt sie nicht mehr, da er starb, und fraget nimmer nach ihnen."
7208,15,"Darum eile nun heim, und vertraue selber die Güter"
7209,15,"Einer Dienerin an, die dir am tüchtigsten scheinet,"
7210,15,Bis die himmlischen Götter ein edles Weib dir verleihen.
7211,15,"Noch ein andres verkünd' ich dir jetzt, bewahr' es im Herzen!"
7212,15,"Wachsam lauern auf dich die Tapfersten unter den Freiern,"
7213,15,"In dem Sunde, der Ithaka trennt und die bergichte Samos,"
7214,15,"Daß sie dich töten, bevor du die Heimat wieder erreichest."
7215,15,Aber ich hoffe das nicht! Erst deckt die Erde noch manchen
7216,15,"Von der Rotte der Freier, die deine Habe verzehren."
7217,15,"Steure dein rüstiges Schiff, Telemachos, fern von den Inseln;"
7218,15,Fahr auch nur in der Nacht! Dir wird der Unsterblichen einer
7219,15,"Günstigen Wind nachsenden, der dich behütet und schützet."
7220,15,"Wenn du das nächste Gestade von Ithaka jetzo erreicht hast,"
7221,15,"Siehe dann sende zur Stadt das Schiff und alle Gefährten,"
7222,15,"Und du gehe zuerst dorthin, wo der treffliche Sauhirt"
7223,15,"Deiner Schweine hütet, der stets mit Eifer dir anhängt."
7224,15,"Allda bleibe die Nacht, und sende jenen zur Stadt hin,"
7225,15,"Um die Botschaft zu bringen der klugen Penelopeia,"
7226,15,Daß du gesund und wohl von Pylos wieder zurückkamst.
7227,15,"Also sprach die Göttin, und eilte zum großen Olympos."
7228,15,"Und Telemachos weckte den Nestoriden vom Schlummer,"
7229,15,"Ihn mit der Ferse berührend, und sprach zu dem blühenden Jüngling:"
7230,15,"Nestors Sohn, wach' auf, Peisistratos; spann' an den Wagen"
7231,15,"Hurtig die stampfenden Rosse, damit wir die Reise vollenden."
7232,15,Und der Nestoride Peisistratos gab ihm zur Antwort:
7233,15,"Ganz unmöglich, Telemachos, wär' es, wie sehr wir auch eilten:"
7234,15,Diese düstere Nacht zu durchfahren! Und bald ist es Morgen;
7235,15,"Darum warte, bis uns mit Geschenken den Wagen belade"
7236,15,"Atreus' edler Sohn, der kriegrische Held Menelaos,"
7237,15,Und mit gefälligen Worten uns freundlich von sich entlasse.
7238,15,"Denn es erinnert sich ein Gast zeitlebens des Mannes,"
7239,15,Welcher in fernem Lande mit Lieb' und Freundschaft ihn aufnahm.
7240,15,Also sprach er; da kam die goldenthronende Eos.
7241,15,"Jetzo nahte sich ihnen der Rufer im Streit Menelaos,"
7242,15,"Seiner Helena Lager, der schöngelockten, verlassend."
7243,15,"Als der geliebte Sohn von Odysseus diesen bemerkte,"
7244,15,"Hüllte sich eilend der Held in den feinen prächtigen Leibrock,"
7245,15,"Warf den großen Mantel sich über die rüstigen Schultern,"
7246,15,"Ging dann hinaus, und trat zu Menelaos, und sagte:"
7247,15,"Atreus' göttlicher Sohn, Menelaos, Führer der Völker,"
7248,15,Laß mich jetzo von dir ins liebe Vaterland ziehen;
7249,15,Denn von ganzem Herzen begehr' ich jetzo der Heimkehr.
7250,15,Ihm antwortete drauf der Rufer im Streit Menelaos:
7251,15,"Ferne sei es von mir, Telemachos, dich zu verweilen,"
7252,15,"Wenn du nach Hause dich sehnst! Ich tadle selber den Gastfreund,"
7253,15,Dessen Höflichkeit uns und überzärtliche Freundschaft
7254,15,Plagende Feindschaft wird. Das Beste bei allem ist Ordnung!
7255,15,Traun! gleich arg sind beide: Wer seinem zögernden Gaste
7256,15,"Heimzukehren gebeut, und wer den Eilenden aufhält."
7257,15,"Bleibt er, so pflege des Gastes; und will er gehen, so laß ihn!"
7258,15,"Aber warte, bis ich ein schönes Geschenk auf den Wagen"
7259,15,"Leg', und du selber es sehest; und meinen Weibern befehle,"
7260,15,Dir von des Hauses Kost ein reichliches Mahl zu bereiten.
7261,15,"Freudigkeit fühlt der Gast und höheren Mut und Erquickung,"
7262,15,"Der, mit Speise gestärkt, in ferne Länder verreiset."
7263,15,"Hast du auch Lust, umher durch Hellas und Argos zu reisen;"
7264,15,"Warte, bis ich die Ross' anspanne, dich selber begleite,"
7265,15,Und zu jeglicher Stadt hinfahre. Keines der Völker
7266,15,Sendet uns leer hinweg; man schenkt uns wenigstens ein Stück:
7267,15,"Ein dreifüßig Geschirr von Kupfer, oder ein Becken,"
7268,15,"Oder ein Joch Maultiere, auch wohl einen goldenen Becher."
7269,15,Und der verständige Jüngling Telemachos sagte dagegen:
7270,15,"Atreus' göttlicher Sohn Menelaos, Führer der Völker,"
7271,15,"Jetzo eil' ich zurück zu dem Unsrigen: (denn da ich abfuhr,"
7272,15,"Ließ ich niemand im Hause, mein Eigentum zu bewahren:)"
7273,15,"Daß ich, den Vater suchend, nicht selber das Leben verliere,"
7274,15,Oder ein köstliches Gut aus meinem Hause verschwinde.
7275,15,"Als er solches vernommen, der Rufer im Streit Menelaos,"
