line_number,book_number,original_text
2664,5,Jetzo hatt' er nun endlich die Mündung des herrlichen Stromes
2665,5,"Schwimmend erreicht. Hier fand er bequem zum Landen das Ufer,"
2666,5,"Niedrig und felsenleer, und vor denn Winde gesichert."
2667,5,"Und er erkannte den strömenden Gott, und betet' im Herzen:"
2668,5,"Höre mich, Herrscher, wer du auch seist, du Sehnlicherflehter!"
2669,5,Rette mich aus dem Meer vor denn schrecklichen Grimme Poseidons!
2670,5,"Heilig sind ja, ach selbst unsterblichen Göttern, die Menschen,"
2671,5,Welche von Leiden gedrängt um Hilfe flehen! Ich winde
2672,5,"Mich vor deinem Strome, vor deinen Knieen, in Jammer!"
2673,5,"Herrscher, erbarme dich mein, der deiner Gnade vertrauet!"
2674,5,"Also sprach er. Da hemmte der Gott die wallenden Fluten,"
2675,5,"Und verbreitete Stille vor ihm, und rettet' ihn freundlich"
2676,5,An das seichte Gestade. Da ließ er die Kniee sinken
2677,5,Und die nervichten Arme; ihn hatten die Wogen entkräftet:
2678,5,"Alles war ihm geschwollen, ihm floß das salzige Wasser"
2679,5,"Häufig aus Nas' und Mund; der Stimme beraubt und des Atems,"
2680,5,"Sank er in Ohnmacht hin, erstarrt von der schrecklichen Arbeit."
2681,5,"Als er zu atmen begann, und sein Geist dem Herzen zurückkam,"
2682,5,"Löst' er ab von der Brust den heiligen Schleier der Göttin,"
2683,5,Warf ihn eilend zurück in die salzige Welle des Flusses;
2684,5,"Und ihn führte die Welle den Strom hinunter, und Ino"
2685,5,"Nahm ihn mit ihren Händen. Nun stieg der Held aus dem Flusse,"
2686,5,"Legte sich nieder auf Binsen, und küßte die fruchtbare Erde;"
2687,5,Tiefaufseufzend sprach er zu seiner erhabenen Seele:
2688,5,"Weh mir Armen, was leid' ich, was werd' ich noch endlich erleben!"
2689,5,"Wenn ich die greuliche Nacht an diesem Strome verweilte,"
2690,5,Würde zugleich der starrende Frost und der tauende Nebel
2691,5,"Mich Entkräfteten, noch Ohnmächtigen, gänzlich vertilgen;"
2692,5,Denn kalt wehet der Wind aus dem Strome vor Sonnenaufgang!
2693,5,"Aber klimm' ich hinan zum waldbeschatteten Hügel,"
2694,5,"Unter dem dichten Gesträuche zu schlafen, wenn Frost und Ermattung"
2695,5,"Anders gestatten, daß mich der süße Schlummer befalle:"
2696,5,Ach dann werd' ich vielleicht den reißenden Tieren zur Beute!
2697,5,"Dieser Gedanke schien dem Zweifelnden endlich der beste,"
2698,5,"Hinzugehn in den Wald, der den weitumschauenden Hügel"
2699,5,"Nah am Wasser bewuchs. Hier grüneten, ihn zu umhüllen,"
2700,5,"Zwei verschlungne Gebüsche, ein wilder und fruchtbarer Ölbaum."
2701,5,"Nimmer durchstürmte den Ort die Wut naßhauchender Winde,"
2702,5,"Ihn erleuchtete nimmer mit warmen Strahlen die Sonne,"
2703,5,Selbst der gießende Regen durchdrang ihn nimmer: so dicht war
2704,5,Sein Gezweige verwebt. Hier kroch der edle Odysseus
2705,5,"Unter, und bettete sich mit seinen Händen ein Lager,"
2706,5,"Hoch und breit; denn es deckten so viele Blätter den Boden,"
2707,5,Daß zween Männer darunter und drei sich hätten geborgen
2708,5,"Gegen den Wintersturm, auch wann er am schrecklichsten tobte."
2709,5,"Freudig sahe das Lager der herrliche Dulder Odysseus,"
2710,5,"Legte sich mitten hinein, und häufte die rasselnden Blätter."
2711,5,Also verbirgt den Brand in grauer Asche der Landmann;
2712,5,"Auf entlegenem Felde, von keinem Nachbar umwohnet,"
2713,5,"Hegt er den Samen des Feuers, um nicht in der Ferne zu zünden:"
2714,5,Also verbarg sich der Held in den Blättern. Aber Athene
2715,5,"Deckt' ihm die Augen mit Schlummer, damit sie der schrecklichen Arbeit"
2716,5,"Qualen ihm schneller entnähme, die lieben Wimper verschließend."
2717,6,"Also schlummerte dort der herrliche Dulder Odysseus,"
2718,6,Überwältigt von Schlaf und Arbeit. Aber Athene
2719,6,Ging hinein in das Land zur Stadt der phäakischen Männer.
2720,6,"Diese wohnten vordem in Hypereiens Gefilde,"
2721,6,"Nahe bei den Kyklopen, den übermütigen Männern,"
2722,6,"Welche sie immer beraubten, und mächtiger waren und stärker."
2723,6,"Aber sie führte von dannen Nausithoos, ähnlich den Göttern,"
2724,6,"Brachte gen Scheria sie, fern von den erfindsamen Menschen,"
2725,6,"Und umringte mit Mauren die Stadt, und richtete Häuser,"
2726,6,"Baute Tempel der Götter, und teilte dem Volke die Äcker."
2727,6,Dieser war jetzo schon tot und in der Schatten Behausung;
2728,6,"Und Alkinoos herrschte, begabt von den Göttern mit Weisheit."
2729,6,"Dessen Hause nahte sich jetzo Pallas Athene,"
2730,6,Auf die Heimkehr denkend des edelgesinnten Odysseus.
2731,6,"Und sie eilte sofort in die prächtige Kammer der Jungfrau,"
2732,6,"Wo Nausikaa schlief, des hohen Alkinoos Tochter,"
2733,6,Einer Unsterblichen gleich an Wuchs und reizender Bildung.
2734,6,"Und zwei Mädchen schliefen, geschmückt mit der Grazien Anmut,"
2735,6,"Neben den Pfosten, und dicht war die glänzende Pforte verschlossen."
2736,6,"Aber sie schwebte, wie wehende Luft, zum Lager der Jungfrau,"
2737,6,"Neigte sich über ihr Haupt, und sprach mit freundlicher Stimme,"
2738,6,"Gleich an Gestalt der Tochter des segelkundigen Dymas,"
2739,6,"Ihrer liebsten Gespielin, mit ihr von einerlei Alter;"
2740,6,"Dieser gleich an Gestalt erschien die Göttin, und sagte:"
2741,6,"Liebes Kind, was bist du mir doch ein lässiges Mädchen!"
2742,6,"Deine kostbaren Kleider, wie alles im Wuste herumliegt!"
2743,6,Und die Hochzeit steht dir bevor! Da muß doch was Schönes
2744,6,"Sein für dich selber, und die, so dich zum Bräutigam führen!"
2745,6,Denn durch schöne Kleider erlangt man ein gutes Gerüchte
2746,6,Bei den Leuten; auch freun sich dessen Vater und Mutter.
2747,6,"Laß uns denn eilen und waschen, sobald der Morgen sich rötet!"
2748,6,"Ich will deine Gehilfin sein, damit du geschwinder"
2749,6,"Fertig werdest; denn Mädchen, du bleibst nicht lange mehr Jungfrau."
2750,6,"Siehe, es werben ja schon die edelsten Jüngling' im Volke"
2751,6,Aller Phäaken um dich; denn du stammst selber von Edlen.
2752,6,"Auf! erinnere noch vor der Morgenröte den Vater,"
2753,6,"Daß er mit Mäulern dir den Wagen bespanne, worauf man"
2754,6,"Lade die schönen Gewande, die Gürtel und prächtigen Decken."
2755,6,"Auch für dich ist es so bequemer, als wenn du zu Fuße"
2756,6,Gehen wolltest; denn weit von der Stadt sind die Spülen entlegen.
2757,6,"Also redete Zeus' blauäugichte Tochter, und kehrte"
2758,6,"Wieder zum hohen Olympos, der Götter ewigem Wohnsitz,"
2759,6,"Nie von Orkanen erschüttert, vom Regen immer beflutet,"
2760,6,Nimmer bestöbert vom Schnee; die wolkenloseste Heitre
2761,6,"Wallet ruhig umher, und deckt ihn mit schimmerndem Glanze:"
2762,6,Dort erfreut sich ewig die Schar der seligen Götter.
2763,6,"Dorthin kehrte die Göttin, nachdem sie das Mädchen ermahnet."
2764,6,"Und der goldene Morgen erschien, und weckte die Jungfrau"
2765,6,Mit den schönen Gewanden. Sie wunderte sich des Traumes.
2766,6,"Schnell durcheilte sie jetzo die Wohnungen, daß sie den Eltern,"
2767,6,"Vater und Mutter, ihn sagte; und fand sie beide zu Hause."
2768,6,"Diese saß an dem Herd', umringt von dienenden Weibern,"
2769,6,Drehend die zierliche Spindel mit purpurner Wolle; und jener
2770,6,Kam an der Pfort' ihr entgegen: er ging zu der glänzenden Fürsten
2771,6,"Ratsversammlung, wohin die edlen Phäaken ihn riefen."
2772,6,"Und Nausikaa trat zum lieben Vater, und sagte:"
2773,6,"Lieber Papa, laß mir doch einen Wagen bespannen,"
2774,6,"Hoch, mit hurtigen Rädern; damit ich die kostbare Kleidung,"
2775,6,"Die mir im Schmutze liegt, an den Strom hinfahre zum Waschen."
2776,6,"Denn dir selber geziemt es, mit reinen Gewanden bekleidet"
2777,6,In der Ratsversammlung der hohen Phäaken zu sitzen.
2778,6,"Und es wohnen im Haus auch fünf erwachsene Söhne,"
2779,6,"Zween von ihnen vermählt, und drei noch blühende Knaben;"
2780,6,"Diese wollen beständig mit reiner Wäsche sich schmücken,"
2781,6,Wenn sie zum Reigen gehn; und es kommt doch alles auf mich an.
2782,6,"Also sprach sie, und schämte sich, von der lieblichen Hochzeit"
2783,6,"Vor dem Vater zu reden; doch merkt' er alles, und sagte:"
2784,6,"Weder die Mäuler, mein Kind, sei'n dir geweigert, noch sonst was."
2785,6,"Geh, es sollen die Knechte dir einen Wagen bespannen,"
2786,6,"Hoch, mit hurtigen Rädern, und einem geflochtenen Korbe."
2787,6,"Also sprach er, und rief; und schnell gehorchten die Knechte,"
2788,6,"Rüsteten außer der Halle den Wagen mit rollenden Rädern,"
2789,6,"Führten die Mäuler hinzu, und spanneten sie an die Deichsel."
2790,6,Und Nausikaa trug die köstlichen feinen Gewande
2791,6,"Aus der Kammer, und legte sie auf den zierlichen Wagen."
2792,6,Aber die Mutter legt' ihr allerlei süßes Gebacknes
2793,6,"Und Gemüs' in ein Körbchen, und gab ihr des edelsten Weines"
2794,6,Im geißledernen Schlauch; (und die Jungfrau stieg auf den Wagen;)
2795,6,"Gab ihr auch geschmeidiges Öl in goldener Flasche,"
2796,6,Daß sie sich nach dem Bade mit ihren Gehilfinnen salbte.
2797,6,Und Nausikaa nahm die Geißel und purpurnen Zügel;
2798,6,Treibend schwang sie die Geißel: und hurtig mit lautem Gepolter
2799,6,"Trabten die Mäuler dahin, und zogen die Wäsch' und die Jungfrau,"
2800,6,"Nicht sie allein, sie wurde von ihren Mägden begleitet."
2801,6,"Als sie nun das Gestade des herrlichen Stromes erreichten,"
2802,6,Wo sich in rinnende Spülen die nimmerversiegende Fülle
2803,6,"Schöner Gewässer ergoß, die schmutzigsten Flecken zu säubern;"
2804,6,"Spannten die Jungfraun schnell von des Wagens Deichsel die Mäuler,"
2805,6,Ließen sie an dem Gestade des silberwirbelnden Stromes
2806,6,"Weiden im süßen Klee, und nahmen vom Wagen die Kleidung,"
2807,6,"Trugen sie Stück für Stück in der Gruben dunkles Gewässer,"
2808,6,"Stampften sie drein mit den Füßen, und eiferten untereinander."
2809,6,"Als sie ihr Zeug nun gewaschen und alle Flecken gereinigt,"
2810,6,"Breiteten sie's in Reihen am warmen Ufer des Meeres,"
2811,6,Wo die Woge den Strand mit glatten Kieseln bespület.
2812,6,"Und nachdem sie gebadet und sich mit Öle gesalbet,"
2813,6,"Setzten sie sich zum Mahl am grünen Gestade des Stromes,"
2814,6,"Harrend, bis ihre Gewand' am Strahle der Sonne getrocknet."
2815,6,"Als sich Nausikaa jetzt und die Dirnen mit Speise gesättigt,"
2816,6,"Spieleten sie mit dem Ball, und nahmen die Schleier vom Haupte."
2817,6,Unter den Fröhlichen hub die schöne Fürstin ein Lied an.
2818,6,Wie die Göttin der Jagd durch Erymanthos' Gebüsche
2819,6,"Oder Taygetos' Höhn mit Köcher und Bogen einhergeht,"
2820,6,"Und sich ergötzt, die Eber und schnellen Hirsche zu fällen;"
2821,6,"Um sie spielen die Nymphen, Bewohnerinnen der Felder,"
2822,6,Töchter des furchtbaren Zeus; und herzlich freuet sich Leto;
2823,6,"Denn vor allen erhebt sie ihr Haupt und herzliches Antlitz,"
2824,6,Und ist leicht zu erkennen im ganzen schönen Gefolge:
2825,6,Also ragte vor allen die hohe blühende Jungfrau.
2826,6,"Aber da sie nunmehr sich rüstete, wieder zur Heimfahrt"
2827,6,"Anzuspannen die Mäuler, und ihre Gewande zu falten;"
2828,6,"Da ratschlagete Zeus' blauäugichte Tochter Athene,"
2829,6,"Wie Odysseus erwachte, und sähe die liebliche Jungfrau,"
2830,6,Daß sie den Weg ihn führte zur Stadt der phäakischen Männer.
2831,6,Und Nausikaa warf den Ball auf eine der Dirnen;
2832,6,"Dieser verfehlte die Dirn', und fiel in die wirbelnde Tiefe;"
2833,6,"Und laut kreischten sie auf. Da erwachte der edle Odysseus,"
2834,6,"Sitzend dacht' er umher im zweifelnden Herzen, und sagte:"
2835,6,Weh mir! zu welchem Volke bin ich nun wieder gekommen?
2836,6,Sind's unmenschliche Räuber und sittenlose Barbaren;
2837,6,"Oder Diener der Götter, und Freunde des heiligen Gastrechts?"
2838,6,"Eben umtönte mich ein Weibergekreisch, wie der Nymphen,"
2839,6,"Welche die steilen Häupter der Felsengebirge bewohnen,"
2840,6,Und die Quellen der Flüsse und grasbewachsenen Täler!
2841,6,Bin ich hier etwa nahe bei redenden Menschenkindern?
2842,6,"Auf! ich selber will hin, und zusehn, was es bedeute!"
2843,6,"Also sprach er, und kroch aus dem Dickicht, der edle Odysseus,"
2844,6,Brach mit der starken Faust sich aus dem dichten Gebüsche
2845,6,"Einen laubichten Zweig, des Mannes Blöße zu decken;"
2846,6,"Ging dann einher, wie ein Leu des Gebirgs, voll Kühnheit und Stärke,"
2847,6,Welcher durch Regen und Sturm hinwandelt; die Augen im Haupte
2848,6,"Brennen ihm; furchtbar geht er zu Rindern oder zu Schafen,"
2849,6,Oder zu flüchtigen Hirschen des Waldes; ihn spornet der Hunger
2850,6,"Selbst in verschlossene Höf', ein kleines Vieh zu erhaschen:"
2851,6,"Also ging der Held, in den Kreis schönlockiger Jungfraun"
2852,6,"Sich zu mischen, so nackend er war; ihn spornte die Not an."
2853,6,"Furchtbar erschien er den Mädchen, vom Schlamm des Meeres besudelt;"
2854,6,"Hiehin und dorthin entflohn sie, und bargen sich hinter die Hügel."
2855,6,Nur Nausikaa blieb. Ihr hatte Pallas Athene
2856,6,"Mut in die Seele gehaucht, und die Furcht den Gliedern entnommen."
2857,6,"Und sie stand, und erwartete ihn. Da zweifelt' Odysseus:"
2858,6,"Ob er flehend umfaßte die Kniee der reizenden Jungfrau,"
2859,6,"Oder, so wie er war, von ferne mit schmeichelnden Worten"
2860,6,"Bäte, daß sie die Stadt ihm zeigt', und Kleider ihm schenkte."
2861,6,Dieser Gedanke schien dem Zweifelnden endlich der beste.
2862,6,"So wie er war, von ferne mit schmeichelnden Worten zu flehen;"
2863,6,"Daß ihm das Mädchen nicht zürnte, wenn er die Kniee berührte."
2864,6,Schmeichelnd begann er sogleich die schlau ersonnenen Worte:
2865,6,"Hohe, dir fleh ich; du seist eine Göttin, oder ein Mädchen!"
2866,6,"Bist du eine der Göttinnen, welche den Himmel beherrschen;"
2867,6,Siehe so scheinst du mir der Tochter des großen Kronions
2868,6,"Artemis gleich an Gestalt, an Größe und reizender Bildung!"
2869,6,"Bist du eine der Sterblichen, welche die Erde bewohnen;"
2870,6,"Dreimal selig dein Vater und deine treffliche Mutter,"
2871,6,Dreimal selig die Brüder! Ihr Herz muß ja immer von hoher
2872,6,"Überschwenglicher Wonne bei deiner Schöne sich heben,"
2873,6,"Wenn sie sehn, wie ein solches Gewächs zum Reigen einhergeht!"
2874,6,"Aber keiner ermißt die Wonne des seligen Jünglings,"
2875,6,"Der, nach großen Geschenken, als Braut zu Hause dich führet!"
2876,6,"Denn ich sahe noch nie solch einen sterblichen Menschen,"
2877,6,Weder Mann noch Weib! Mit Staunen erfüllt mich der Anblick!
2878,6,"Ehmals sah ich in Delos, am Altar Phöbos Apollons,"
2879,6,Einen Sprößling der Palme von so erhabenem Wuchse.
2880,6,"Denn auch dorthin kam ich, von vielem Volke begleitet,"
2881,6,"Jenes Weges, der mir so vielen Jammer gebracht hat!"
2882,6,"Und ich stand auch also vor ihm, und betrachtet' ihn lange"
2883,6,Staunend; denn solch ein Stamm war nie dem Boden entwachsen.
2884,6,"Also bewundre ich dich, und staun', und zittre vor Ehrfurcht,"
2885,6,"Deine Kniee zu rühren! Doch groß ist mein Elend, o Jungfrau!"
2886,6,Gestern am zwanzigsten Tag entfloh ich dem dunkeln Gewässer;
2887,6,Denn so lange trieb mich die Flut und die wirbelnden Stürme
2888,6,"Von der ogygischen Insel. Nun warf ein Dämon mich hieher,"
2889,6,Daß ich auch hier noch dulde! Denn noch erwart' ich des Leidens
2890,6,Ende nicht; mir ward viel mehr von den Göttern beschieden!
2891,6,"Aber erbarme dich, Hohe! Denn nach unendlicher Trübsal"
2892,6,"Fand ich am ersten dich, und kenne der übrigen Menschen"
2893,6,"Keinen, welche die Stadt und diese Gefilde bewohnen."
2894,6,"Zeige mich hin zur Stadt, und gib mir ein Stück zur Bedeckung,"
2895,6,"Etwa ein Wickeltuch, worin du die Wäsche gebracht hast!"
2896,6,"Mögen die Götter dir schenken, so viel dein Herz nur begehret,"
2897,6,"Einen Mann und ein Haus, und euch mit seliger Eintracht"
2898,6,"Segnen! Denn nichts ist besser und wünschenswerter auf Erden,"
2899,6,"Als wenn Mann und Weib, in herzlicher Liebe vereinigt,"
2900,6,"Ruhig ihr Haus verwalten: den Feinden ein kränkender Anblick,"
2901,6,Aber Wonne den Freunden; und mehr noch genießen sie selber!
2902,6,Ihm antwortete drauf die lilienarmige Jungfrau:
2903,6,"Keinem geringen Manne noch törichten gleichst du, o Fremdling."
2904,6,"Aber der Gott des Olympos erteilet selber den Menschen,"
2905,6,"Vornehm oder geringe, nach seinem Gefallen ihr Schicksal."
2906,6,"Dieser beschied dir dein Los, und dir geziemt es zu dulden."
2907,6,"Jetzt, da du unserer Stadt und unsern Gefilden dich nahest,"
2908,6,"Soll es weder an Kleidung, noch etwas anderm, dir mangeln,"
2909,6,"Was unglücklichen Fremden, die Hilfe suchen, gebühret."
2910,6,"Zeigen will ich die Stadt, und des Volkes Namen dir sagen:"
2911,6,Wir Phäaken bewohnen die Stadt und diese Gefilde.
2912,6,"Aber ich selber bin des hohen Alkinoos' Tochter,"
2913,6,Dem des phäakischen Volkes Gewalt und Stärke vertraut ist.
2914,6,"Also sprach sie, und rief den schöngelockten Gespielen:"
2915,6,"Dirnen, steht mir doch still! wo fliehet ihr hin vor dem Manne?"
2916,6,"Meinet ihr etwa, er komme zu uns in feindlicher Absicht?"
2917,6,"Wahrlich, der lebt noch nicht, und niemals wird er geboren,"
2918,6,"Welcher käm' in das Land der phäakischen Männer, mit Feindschaft"
2919,6,"Unsre Ruhe zu stören; denn sehr geliebt von den Göttern,"
2920,6,"Wohnen wir abgesondert im wogenrauschenden Meere,"
2921,6,"An dem Ende der Welt, und haben mit keinem Gemeinschaft."
2922,6,"Nein, er kommt zu uns, ein armer irrender Fremdling,"
2923,6,Dessen man pflegen muß. Denn Zeus gehören ja alle
2924,6,Fremdling' und Darbende an; und kleine Gaben erfreun auch.
2925,6,"Kommt denn, ihr Dirnen, und gebt dem Manne zu essen und trinken;"
2926,6,"Und dann badet ihn unten im Fluß, wo Schutz vor dem Wind ist."
2927,6,"Also sprach sie. Da standen sie still, und riefen einander,"
2928,6,"Führten Odysseus hinab zum schattigen Ufer des Stromes,"
2929,6,"Wie es Nausikaa hieß, des hohen Alkinoos' Tochter;"
2930,6,"Legten ihm einen Mantel und Leibrock hin zur Bedeckung,"
2931,6,"Gaben ihm auch geschmeidiges Öl in goldener Flasche,"
2932,6,"Und geboten ihm jetzt, in den Wellen des Flusses zu baden."
2933,6,Und zu den Jungfraun sprach der göttergleiche Odysseus:
2934,6,"Tretet ein wenig beiseit', ihr Mädchen, daß ich mir selber"
2935,6,"Von den Schultern das Salz abspül', und mich ringsum mit Öle"
2936,6,Salbe; denn wahrlich schon lang entbehr' ich dieser Erfrischung!
2937,6,"Aber ich bade mich nimmer vor euch, ich würde mich schämen,"
2938,6,"Nackend zu stehn, in Gegenwart schönlockiger Jungfraun."
2939,6,"Also sprach er, sie gingen beiseit', und sagten's der Fürstin."
2940,6,"Und nun wusch in dem Strom der edle Dulder das Meersalz,"
2941,6,"Welches den Rücken ihm und die breiten Schultern bedeckte,"
2942,6,Rieb sich dann von dem Haupte den Schaum der wüsten Gewässer.
2943,6,"Und nachdem er gebadet, und sich mit Öle gesalbet;"
2944,6,"Zog er die Kleider an, die Geschenke der blühenden Jungfrau."
2945,6,"Siehe da schuf ihn Athene, die Tochter des großen Kronions,"
2946,6,"Höher und jugendlicher an Wuchs, und goß von der Scheitel"
2947,6,"Ringelnde Locken herab, wie der Purpurlilien Blüte."
2948,6,"Also umgießt ein Mann mit feinem Golde das Silber,"
2949,6,Welchen Hephästos selbst und Pallas Athene die Weisheit
2950,6,"Vieler Künste gelehrt, und bildet reizende Werke:"
2951,6,Also umgoß die Göttin ihm Haupt und Schultern mit Anmut.
2952,6,"Und er ging ans Ufer des Meers, und setzte sich nieder,"
2953,6,Strahlend von Schönheit und Reiz. Mit Staunen sah ihn die Jungfrau
2954,6,"Leise begann sie, und sprach zu den schöngelockten Gespielen:"
2955,6,"Höret mich an, weißarmige Mädchen, was ich euch sage!"
2956,6,"Nicht von allen Göttern verfolgt, die den Himmel bewohnen,"
2957,6,Kam der Mann in das Land der göttergleichen Phäaken!
2958,6,Anfangs schien er gering und unbedeutend von Ansehn;
2959,6,"Jetzo gleicht er den Göttern, des weiten Himmels Bewohnern."
2960,6,"Würde mir doch ein Gemahl von solcher Bildung bescheret,"
2961,6,Unter den Fürsten des Volks; und gefiel es ihm selber zu bleiben!
2962,6,"Aber, ihr Mädchen, gebt dem Manne zu essen und trinken."
2963,6,"Also sprach sie; ihr hörten die Mägde mit Fleiß, und gehorchten:"
2964,6,"Nahmen des Tranks und der Speis', und brachten's dem Fremdling am Ufer."
2965,6,"Und nun aß er und trank, der herrliche Dulder Odysseus,"
2966,6,"Voller Begier, denn er hatte schon lange nicht Speise gekostet."
2967,6,Und ein Neues ersann die lilienarmige Jungfrau:
2968,6,"Lud auf den zierlichen Wagen die wohlgefalteten Kleider,"
2969,6,"Spannte davor die Mäuler mit starken Hufen, bestieg ihn,"
2970,6,"Und ermunterte dann Odysseus, rief ihm und sagte:"
2971,6,"Fremdling, mache dich auf, in die Stadt zu gehen! Ich will dich"
2972,6,"Führen zu meines Vaters, des weisen Helden, Palaste,"
2973,6,Wo du auch sehen wirst die edelsten aller Phäaken.
2974,6,"Tu nur, was ich dir sage; du scheinst mir nicht unverständig."
2975,6,"Siehe, so lange der Weg durch Felder und Saaten dahingeht,"
2976,6,Folge mit meinen Mägden dem mäulerbespanneten Wagen
2977,6,"Hurtig zu Fuße nach, wie ich im Wagen euch fahre."
2978,6,"Aber sobald wir die Stadt erreichen, welche die hohe"
2979,6,"Mauer umringt: (An jeglicher Seit' ist ein trefflicher Hafen,"
2980,6,Und die Einfahrt schmal; denn gleichgezimmerte Schiffe
2981,6,"Engen den Weg, und ruhn, ein jedes auf seinem Gestelle."
2982,6,"Allda ist auch ein Markt um den schönen Tempel Poseidons,"
2983,6,Ringsumher mit großen gehauenen Steinen gepflastert;
2984,6,"Wo man alle Geräte der schwarzen Schiffe bereitet,"
2985,6,"Segeltücher und Seile, und schöngeglättete Ruder."
2986,6,Denn die Phäaken kümmern sich nicht um Köcher und Bogen;
2987,6,"Aber Masten und Ruder und gleichgezimmerte Schiffe,"
2988,6,"Diese sind ihre Freude, womit sie die Meere durchfliegen.)"
2989,6,"Siehe, da mied' ich gerne die bösen Geschwätze, daß niemand"
2990,6,Uns nachhöhnte; man ist sehr übermütig im Volke!
2991,6,"Denn es sagte vielleicht ein Niedriger, der uns begegnet:"
2992,6,"Seht doch, was folgt Nausikaen dort für ein schöner und großer"
2993,6,Fremdling? Wo fand sie den? Der soll gewiß ihr Gemahl sein!
2994,6,"Holte sie diesen vielleicht aus seinem Schiffe, das fernher"
2995,6,Sturm und Woge verschlug? Denn nahe wohnet uns niemand.
2996,6,Oder kam gar ein Gott auf ihr inbrünstiges Flehen
2997,6,"Hoch vom Himmel herab, bei ihr zeitlebens zu bleiben?"
2998,6,"Besser war's, daß sie selber hinausging, sich aus der Fremde"
2999,6,Einen Gemahl zu suchen; denn unsre phäakischen Freier
3000,6,"Sind ihr wahrlich zu schlecht, die vielen Söhne der Edeln!"
3001,6,"Also sagten die Leut', und es wär' auch wider den Wohlstand."
3002,6,"Denn ich tadelte selber an andern solches Verfahren,"
3003,6,"Wenn man, der Eltern Liebe mit Ungehorsam belohnend,"
3004,6,Sich zu Männern gesellte vor öffentlicher Vermählung.
3005,6,"Aber vernimm, o Fremdling, was ich dir rate; wofern du"
3006,6,"Wünschest, daß bald mein Vater in deine Heimat dich sende."
3007,6,"Nah am Weg' ist ein Pappelgehölz, Athenen geheiligt."
3008,6,"Ihm entsprudelt ein Quell, und tränkt die grünende Wiese,"
3009,6,"Wo mein Vater ein Haus mit fruchtbaren Gärten gebaut hat,"
3010,6,"Nur so weit von der Stadt, wie die Stimme des Rufenden schallet."
3011,6,"Allda setze dich nieder im Schatten des Haines, und warte,"
3012,6,"Bis wir kommen zur Stadt, und des Vaters Wohnung erreichen."
3013,6,"Aber sobald du meinst, daß wir die Wohnung erreichet;"
3014,6,"Mache dich auf, und gehe zur Stadt der Phäaken, und frage"
3015,6,"Dort nach meines Vaters, des hohen Alkinoos', Wohnung."
3016,6,"Leicht ist diese zu kennen, der kleinste Knab' auf der Gasse"
3017,6,Führet dich hin. Denn nicht auf gleiche Weise gebauet
3018,6,Sind der Phäaken Paläste; des Helden Alkinoos' Wohnung
3019,6,"Strahlt vor allen. Und bist du im ringsumbaueten Vorhof,"
3020,6,"Dann durcheile den Saal, und geh zur inneren Wohnung"
3021,6,"Meiner Mutter. Sie sitzt am glänzenden Feuer des Herdes,"
3022,6,"Drehend die zierliche Spindel mit purpurfarbener Wolle,"
3023,6,An die Säule gelehnt; und hinter ihr sitzen die Jungfraun.
3024,6,"Neben ihr steht ein Thron für meinen Vater, den König,"
3025,6,"Wo er, wie ein Unsterblicher, ruht, und mit Weine sich labet."
3026,6,"Diesen gehe vorbei, und umfasse mit flehenden Händen"
3027,6,Unserer Mutter Kniee; damit du den Tag der Zurückkunft
3028,6,"Freudig sehest und bald, du wohnest auch ferne von hinnen."
3029,6,"Denn ist diese dir nur in ihrem Herzen gewogen,"
3030,6,"O dann hoffe getrost, die Freunde wiederzusehen,"
3031,6,"Und dein prächtiges Haus, und deiner Väter Gefilde!"
3032,6,"Also sprach die Fürstin, und zwang mit glänzender Geißel"
3033,6,"Ihre Mäuler zum Lauf; sie enteilten dem Ufer des Stromes,"
3034,6,"Trabten hurtig von dannen, und bogen behende die Schenkel."
3035,6,"Aber sie hielt sie im Zügel, damit ihr die Gehenden folgten,"
3036,6,"Ihre Mägd' und Odysseus, und schwang die Geißel mit Klugheit."
3037,6,"Und die Sonne sank; und sie kamen zum schönen Gehölze,"
3038,6,Pallas' heiligem Hain. Hier setzt' Odysseus sich nieder.
3039,6,Und er betete schnell zur Tochter des großen Kronions:
3040,6,"Höre mich, siegende Tochter des wetterleuchtenden Gottes!"
3041,6,"Höre mich endlich einmal, da du vormals nimmer mich hörtest,"
3042,6,Als der gestadumstürmende Gott mich zürnend umherwarf!
3043,6,Laß mich vor diesem Volk Barmherzigkeit finden und Gnade!
3044,6,Also sprach er flehend; ihn hörete Pallas Athene.
3045,6,Aber noch erschien sie ihm nicht; sie scheute den Bruder
3046,6,Ihres Vaters: er zürnte dem göttergleichen Odysseus
3047,6,"Unablässig, bevor er die Heimat wieder erreichte."
3048,7,Also betete dort der herrliche Dulder Odysseus.
3049,7,Aber Nausikaa flog in die Stadt mit der Stärke der Mäuler.
3050,7,"Als sie die prächtige Burg des Vaters jetzo erreichte,"
3051,7,Hielt sie still an der Pforte des Hofs. Da kamen die Brüder
3052,7,"Ringsumher, an Gestalt den Unsterblichen ähnlich; sie spannten"
3053,7,"Von dem Wagen die Mäuler, und trugen die Wäsch' in die Kammer."
3054,7,"Jetzo ging sie hinein, und ihre Kammerbediente"
3055,7,"Zündete Feuer an, die alte Eurymedusa."
3056,7,"Einst entführten die Schiffer sie aus Epeiros, und wählten"
3057,7,"Für Alkinoos sie zum Ehrengeschenke, den König,"
