line_number,book_number,original_text
1676,3,"Denn ich ward als Bundesgenoss' mit ihnen gerechnet,"
1677,3,"Jenes Tags, da die Hord' amazonischer Männinnen einbrach:"
1678,3,"Doch war minder die Zahl, wie der freudigen Krieger Achaias!"
1679,3,"Jetzo erblickt' Odysseus der Greis, und fragte von neuem:"
1680,3,"Nenne mir nun auch jenen, mein Töchterchen; siehe, wie heißt er?"
1681,3,"Weniger ragt er an Haupt, als Atreus Sohn Agamemnon,"
1682,3,Aber breiteres Wuchses an Brust und mächtigen Schultern.
1683,3,Seine Wehr ist gestreckt zur nahrungsprossenden Erde;
1684,3,"Doch er selbst, wie ein Widder, umgeht die Scharen der Männer:"
1685,3,"Gleich dem Bock erscheinet er mir, dickwolliges Vlieses,"
1686,3,Welcher die große Trift weißschimmernder Schafe durchwandelt.
1687,3,"Ihm antwortete Helena drauf, Zeus' liebliche Tochter:"
1688,3,"Der ist Laertes Sohn, der erfindungsreiche Odysseus,"
1689,3,"Welcher in Ithakas Reich aufwuchs, des felsichten Eilands,"
1690,3,Wohlgeübt in mancherlei List und verschlagenem Rate.
1691,3,Und der verständige Greis Antenor sagte dagegen:
1692,3,"Wahrlich, o Frau, du hast untrügliche Worte geredet."
1693,3,"Denn auch hieher kam er vorlängst, der edle Odysseus,"
1694,3,"Deinethalben gesandt, und der streitbare Held Menelaos."
1695,3,"Ich herbergete beid', in meinem Palast sie bewirtend:"
1696,3,So daß beider Gestalt und kluger Geist mir bekannt ist.
1697,3,"Als sie nunmehr in der Troer versammelten Kreis sich gesellet,"
1698,3,Ragt' im Stehn Menelaos empor mit mächtigen Schultern:
1699,3,"Doch wie sich beide gesetzt, da schien ehrvoller Odysseus."
1700,3,Aber sobald sie mit Red' und Erfindungen alles umstrickten;
1701,3,"Siehe da sprach Menelaos nur fliegende Worte voll Inhalts,"
1702,3,"Wenige doch eindringender Kraft: denn er liebte nicht Wortschwall,"
1703,3,"Nicht abschweifende Rede, wiewohl noch jüngeres Alters."
1704,3,Aber nachdem sich erhub der erfindungsreiche Odysseus;
1705,3,Stand er und schaute zur Erde hinab mit gehefteten Augen;
1706,3,"Auch den Stab, so wenig zurückbewegend wie vorwärts,"
1707,3,"Hielt er steif in der Hand, ein Unerfahrner von Ansehn:"
1708,3,"Daß du leicht für tückisch ihn achtetest, oder für sinnlos."
1709,3,"Aber sobald er der Brust die gewaltigen Stimmen entsandte,"
1710,3,"Und ein Gedräng' der Worte, wie stöbernde Winterflocken;"
1711,3,"Dann wetteiferte traun kein Sterblicher sonst mit Odysseus,"
1712,3,"Und nicht stutzten wir so, des Odysseus Bildung betrachtend."
1713,3,"Jetzo sah den Ajas der Greis, und fragte noch einmal:"
1714,3,"Wer ist dort der achaiische Mann, so groß und gewaltig,"
1715,3,Höher denn alles Volk an Haupt und mächtigen Schultern?
1716,3,"Aber Helena sprach, die herrliche, langes Gewandes:"
1717,3,"Ajas heißt der gewaltige Held, der Danaer Schutzwehr."
1718,3,"Dorthin steht, wie ein Gott, Idomeneus unter den Kretern;"
1719,3,Und es umstehn den König die kretischen Führer versammelt.
1720,3,"Oft herbergete jenen der streitbare Held Menelaos,"
1721,3,"Wann er aus Kreta kam, daheim in unserer Wohnung."
1722,3,"Nun zwar schau' ich sie alle, die freudigen Krieger Achaias,"
1723,3,"Die ich wohl noch erkennt', und jeglichen nennte mit Namen:"
1724,3,"Zween nur vermag ich nirgend zu schaun der Völkergebieter,"
1725,3,"Kastor den reisigen Held, und den Kämpfer der Faust Polydeukes,"
1726,3,"Beide mir leibliche Brüder, von einer Mutter geboren."
1727,3,Folgten sie nicht hieher aus der lieblichen Flur Lakedämon?
1728,3,"Oder folgten sie zwar in meerdurchwandelnden Schiffen,"
1729,3,"Aber enthalten sich nun, in die Schlacht zu gehen der Männer,"
1730,3,"Weil sie die Schand' abschreckt und die große Schmach, die mich zeichnet?"
1731,3,Jene sprach's; doch die beiden umfing die ernährende Erde
1732,3,"In Lakedämon bereits, im lieben Lande der Väter."
1733,3,Aber die Herolde trugen die Bundesopfer der Götter
1734,3,"Durch die Stadt, zwei Lämmer, und fröhlichen Wein des Gefildes,"
1735,3,Im geißledernen Schlauch; es trug Idäos der Herold
1736,3,"Einen blinkenden Krug in der Hand, und goldene Becher."
1737,3,"Dieser nahte dem Greis', und sprach die ermahnenden Worte:"
1738,3,"Mache dich auf, Laomedons Sohn; dich rufen die Fürsten"
1739,3,Rossebezähmender Troer und erzumschirmter Achaier
1740,3,"Dort hinab ins Gefilde, den heiligen Bund zu beschwören."
1741,3,Nur Alexandros allein und der streitbare Held Menelaos
1742,3,Werden anjetzt um das Weib mit langem Speer sich bekämpfen;
1743,3,"Und wer den Gegner besiegt, dem folgt das Weib und die Schätze."
1744,3,"Wir dann zugleich, Freundschaft und heiligen Bund uns beschwörend"
1745,3,Baun die schollige Troja; und jen' entschiffen zu Argos
1746,3,"Rossenährender Flur, und Achaias rosigen Jungfraun."
1747,3,"Jener sprach's; da schaurte der Greis, und befahl den Gefährten,"
1748,3,Anzuschirren die Ross'; und sie eileten flugs ihm gehorchend.
1749,3,"Priamos trat in den Wagen, und zog die lenkenden Zügel;"
1750,3,Auch mit ihm Antenor bestieg den prächtigen Sessel;
1751,3,Schnell durch das skäische Tor entflogen die Ross' ins Gefilde.
1752,3,"Als sie nunmehr hinkamen zu Trojas Volk und Achaias,"
1753,3,"Stiegen sie beid' aus dem Wagen zur nahrungsprossenden Erde,"
1754,3,Wandelten dann in die Mitte der Troer einher und Achaier.
1755,3,"Eilend darauf erhub sich der Völkerfürst Agamemnon,"
1756,3,Auch Odysseus voll Rat. Die stattlichen Herolde jetzo
1757,3,"Führten die Bundesopfer herbei, auch Wein in dem Kruge"
1758,3,"Mischten sie, sprengeten dann der Könige Hände mit Wasser."
1759,3,"Doch der Atreid', ausziehend mit hurtigen Händen das Messer,"
1760,3,"Das an der großen Scheide des Schwerts ihm immer herabhing,"
1761,3,Schnitt vom Haupt der Lämmer das Haar; und die Herolde jetzo
1762,3,Teileten rings der Troer und Danaer edlen Gebietern.
1763,3,"Laut nun fleht' Agamemnon empor, mit erhobenen Händen:"
1764,3,"Vater Zeus, ruhmwürdig und hehr, du Herrscher vom Ida!"
1765,3,"Helios auch, der alles vernimmt, und alles umschauet!"
1766,3,"Auch ihr Ström', und du Erd', und die ihr drunten die Geister"
1767,3,"Toter Menschen bestraft, wer hier Meineide geschworen!"
1768,3,"Seid uns Zeugen ihr all', und bewahrt die Schwüre des Bundes!"
1769,3,Wenn den Held Menelaos vielleicht Alexandros erleget;
1770,3,"Dann behalt' er Helena selbst und die sämtlichen Schätze,"
1771,3,Doch wir kehren zurück in meerdurchwandelnden Schiffen.
1772,3,Aber sinkt Alexandros dem bräunlichen Held Menelaos;
1773,3,Dann entlassen die Troer das Weib und die sämtlichen Schätze;
1774,3,"Buße zugleich den Argeiern bezahlen sie, welche geziemet,"
1775,3,Und die hinfort auch daure bei kommenden Menschengeschlechtern.
1776,3,"Doch wenn Priamos dann und Priamos Söhne sich weigern,"
1777,3,"Mir zu bezahlen die Buße, nachdem Alexandros gefallen;"
1778,3,Dann werd' ich von neuem mit Kriegsmacht wegen der Sühnung
1779,3,"Kämpfen und nicht heimziehn, bis der Zweck des Krieges erreicht ist."
1780,3,"Sprach's, und die Kehlen der Lämmer zerschnitt er mit grausamem Erze."
1781,3,"Beide legt' er nunmehr, die zappelnden, nieder im Staube,"
1782,3,"Matt aushauchend den Geist, da die Kraft vom Erze geraubt war."
1783,3,Hierauf Wein aus dem Krug in die goldenen Becher sich schöpfend
1784,3,"Gossen sie aus, und flehten den ewigwährenden Göttern."
1785,3,Also betete mancher der Troer umher und Achaier:
1786,3,"Zeus, ruhmwürdig und hehr, und ihr andern unsterblichen Götter!"
1787,3,"Welche von uns zuerst nun beleidigen, wider den Eidschwur;"
1788,3,"Blutig fließ' ihr Gehirn, wie der Wein hier, rings auf der Erde,"
1789,3,Ihrs und der Kinder zugleich; und die Gattinnen schände der Fremdling!
1790,3,Also das Volk; doch mit nichten gewährt' ihm solches Kronion.
1791,3,"Aber Priamos sprach, des Dardanos herrschender Enkel:"
1792,3,"Hört mein Wort, ihr Troer, und hellumschiente Achaier."
1793,3,Jetzo kehr' ich wieder zu Ilios luftigen Höhen
1794,3,Heim; denn nimmer vermag ich mit eigenen Augen zu schauen
1795,3,Kämpfend den lieben Sohn mit dem streitbaren Held Menelaos.
1796,3,"Zeus erkennt es allein und die andern unsterblichen Götter,"
1797,3,Wem nunmehr von beiden das Ziel des Todes verhängt ist.
1798,3,"Also der göttliche Held, und legt' in den Wagen die Lämmer,"
1799,3,"Trat dann selber hinein, und zog die lenkenden Zügel;"
1800,3,Auch mit ihm Antenor bestieg den prächtigen Sessel;
1801,3,"Schnell dann kehrten sie beide, zu Ilios Höhen sich wendend."
1802,3,"Hektor drauf, des Priamos Sohn, und der edle Odysseus,"
1803,3,"Maßen umher die Weite des Kampfraums, warfen dann eilend"
1804,3,"Los' in den ehernen Helm, und schüttelten: welchem das Schicksal"
1805,3,"Gönnte, zuerst auf den Gegner die eherne Lanze zu werfen."
1806,3,"Ringsum flehte das Volk, und erhob zu den Göttern die Hände."
1807,3,Also betete mancher der Troer umher und Achaier:
1808,3,"Vater Zeus, ruhmwürdig und hehr, du Herrscher vom Ida!"
1809,3,"Wer von beiden den Grund zu solchem Streite geleget,"
1810,3,Den laß jetzo vertilgt eingehn in Aïdes Wohnung;
1811,3,Aber uns versöhne der Freundschaft heiliges Bündnis!
1812,3,"Also das Volk; doch der große, der helmumflatterte Hektor"
1813,3,"Schüttelte, rückwärts gewandt: da entsprang das Zeichen des Paris."
1814,3,"Rings nun setzten sich all' in Ordnungen, dort wo sich jeder"
1815,3,"Rosse gehobenes Hufs, und gebildete Waffen gereihet."
1816,3,"Aber er selbst umhüllte mit zierlichen Waffen die Schultern,"
1817,3,"Alexandros der Held, der lockigen Helena Gatte."
1818,3,"Eilend fügt' er zuerst um die Beine sich bergende Schienen,"
1819,3,"Blank und schön, anschließend mit silberner Knöchelbedeckung;"
1820,3,Weiter umschirmt' er die Brust ringsher mit dem ehernen Harnisch
1821,3,"Seines tapferen Bruders Lykaon, der ihm gerecht war;"
1822,3,"Hängte sodann um die Schulter das Schwert voll silbener Buckeln,"
1823,3,"Eherner Kling'; und darauf den Schild auch, groß und gediegen;"
1824,3,"Auch das gewaltige Haupt mit stattlichem Helme bedeckt' er,"
1825,3,Von Roßhaaren umwallt; und fürchterlich winkte der Helmbusch;
1826,3,"Nahm dann die mächtige Lanze, die ihm in den Händen gerecht war."
1827,3,"So auch zog Menelaos, der streitbare, Waffengeschmeid' an."
1828,3,"Als sich diese nunmehr in jeglichem Heere gerüstet,"
1829,3,"Traten beid' in die Mitte der Troer einher und Achaier,"
1830,3,"Mit androhendem Blick; und Staunen ergriff, die es ansahn,"
1831,3,"Rossebezähmende Troer, und hellumschiente Achaier."
1832,3,"Und nun standen sie nah' im abgemessenen Kampfraum,"
1833,3,"Wild die Speere bewegend, und zornvoll widereinander."
1834,3,Erstlich entsandt' Alexandros die weithinschattende Lanze;
1835,3,Und sie traf dem Atreiden den Schild von gerundeter Wölbung:
1836,3,"Doch nicht brach sie das Erz, denn rückwärts bog sich die Spitze"
1837,3,"Auf dem gediegenen Schild. Nun erhob auch jener die Lanze,"
1838,3,"Atreus Sohn Menelaos, und betete laut zu Kronion:"
1839,3,"Waltender Zeus, laß strafen mich ihn, der zuerst mich beleidigt,"
1840,3,"Alexandros den Held, und meinen Arm ihn bezwingen:"
1841,3,"Daß man schaudre hinfort auch in späteren Menschengeschlechtern,"
1842,3,"Böses dem Freunde zu tun, der wohlgesinnt ihn beherbergt!"
1843,3,"Sprach's, und im Schwung' entsandt' er die weithinschattende Lanze;"
1844,3,Und sie traf dem Paris den Schild von gerundeter Wölbung.
1845,3,"Siehe den strahlenden Schild durchschmetterte mächtig die Lanze,"
1846,3,Auch in das Kunstgeschmeide des Harnisches drang sie geheftet;
1847,3,Grad' hindurch an der Weiche des Bauchs durchschnitt sie den Leibrock
1848,3,"Stürmend: da wand sich jener, und mied das schwarze Verhängnis."
1849,3,"Hurtig zog der Atreide das Schwert voll silberner Buckeln,"
1850,3,"Hieb dann im Schwunge den Helm, den gekegelten; aber an jenem"
1851,3,"Dreifach zerkracht und vierfach, entsprang es umher aus der Rechten."
1852,3,"Atreus Sohn wehklagte, den Blick gen Himmel erhebend:"
1853,3,"Vater Zeus, nie gleicht dir an Grausamkeit einer der Götter!"
1854,3,"Ha, ich hoffte zu strafen die Freveltat Alexandros;"
1855,3,"Aber es sprang aus der Hand mir in Trümmer das Schwert, und die Lanze"
1856,3,"Flog mir hinweg aus den Händen umsonst, und verwundete nicht ihn!"
1857,3,"Sprach's, und stürmte hinan, und ergriff ihn am Busche des Helmes,"
1858,3,Zog dann gewandt ihn daher zu den hellumschienten Achaiern.
1859,3,"Jenen engt' an der Kehle der buntgezeichnete Riemen,"
1860,3,"Den er unter dem Kinne, des Helmes Band, sich befestigt."
1861,3,"Und er hätt' ihn geschleift, und ewigen Ruhm sich erworben,"
1862,3,"Wenn nicht schnell es bemerkt die Tochter Zeus Aphrodite,"
1863,3,Und ihn zersprengt den Riemen des stark erschlagenen Stieres.
1864,3,Leer nun folgte der Helm der nervichten Hand Menelaos.
1865,3,Diesen schleuderte drauf zu den hellumschienten Aichaiern
1866,3,Hochaufschwingend der Held; es erhoben ihn teure Genossen;
1867,3,Und nun stürmt' er von neuem in heißer Begier zu ermorden
1868,3,Hin mit dem ehernen Speer. Doch jenen entrückt' Aphrodite
1869,3,"Sonder Müh, als Göttin, und hüllt' in Nebel ihn ringsher;"
1870,3,"Setzt' ihn drauf in die Kammer, von duftender Würze durchräuchert;"
1871,3,Schnell dann Helena suchend enteilte sie. Jene noch fand sie
1872,3,"Dort auf ragendem Turm, und umher viel troische Weiber."
1873,3,"Leis' ihr feines Gewand voll Nektarduft ihr bewegend,"
1874,3,"Redete sie, in Gestalt der wollekrämpelnden Greisin,"
1875,3,"Hochbetagt, die ihr einst in heimischer Burg Lakedämons"
1876,3,"Liebliche Wolle gezupft, und ihr am meisten geliebt war;"
1877,3,"Dieser gleich an Gestalt, begann Aphrodite die Göttin:"
1878,3,"Komm; dich ruft Alexandros, mit mir nach Hause zu kehren."
1879,3,"Jener ruht in der Kammer auf zierlichem Lagergestelle,"
1880,3,"Strahlend in Reiz und Feiergewand. Kaum solltest du glauben,"
1881,3,"Daß er vom Zweikampf komme; vielmehr er gehe zum Reigen,"
1882,3,Oder er sitz' ausruhend vom fröhlichen Reigen ein wenig.
1883,3,"Jene sprach's, und erregt' ihr das wallende Herz in dem Busen."
1884,3,"Aber sobald sie bemerkte den lieblichen Nacken der Göttin,"
1885,3,"Auch den Busen voll Reiz, und die anmutstrahlenden Augen;"
1886,3,"Tief erstaunte sie jetzt, und redete, also beginnend:"
1887,3,"Grausame, warum strebst du, mich nochmals schlau zu verleiten?"
1888,3,Soll ich vielleicht noch weiter die wohlbevölkerten Städte
1889,3,"Phrygiens, oder der holden Mäonia Städte durchwandern,"
1890,3,Wenn auch dort ein Geliebter dir wohnt der redenden Menschen?
1891,3,Drum weil jetzt Menelaos den edlen Held Alexandros
1892,3,"Überwand, und beschleußt mich heim, die Verhaßte, zu führen;"
1893,3,Darum schleichst du mir jetzo daher voll trüglicher Arglist?
1894,3,"Setze zu jenem dich hin, und verlaß der Unsterblichen Wandel;"
1895,3,Und nie kehre dein Fuß zu den seligen Höhn des Olympos:
1896,3,"Sondern teile des Sterblichen Weh, und pfleg' ihn mit Sorgfalt,"
1897,3,"Bis er vielleicht zum Weibe dich aufnimmt, oder zur Sklavin!"
1898,3,"Dorthin geh' ich dir nimmer, denn unanständig ja wär' es,"
1899,3,Ihm sein Bett zu schmücken hinfort. Des würden mich alle
1900,3,Troerinnen verschmähn; und Gram schon lastet das Herz mir!
1901,3,Aber voll Zorns antwortete drauf Aphrodite die Göttin:
1902,3,"Reize mich nicht, o Törin! ich könnt' im Zorne mich wenden,"
1903,3,"Und so sehr dich hassen, als innig mein Herz dich geliebet!"
1904,3,"Beid' entflammt' ich die Völker sodann zu verderblicher Feindschaft,"
1905,3,Troer sowohl wie Achaier; dann raffte dich böses Verhängnis!
1906,3,"Jene sprach's; und verzagt ward Helena, Tochter Kronions."
1907,3,"Eilend ging sie, gesenkt den silberglänzenden Schleier,"
1908,3,"Still, unbemerkt den übrigen Fraun; und es führte die Göttin."
1909,3,"Als sie nunmehr Alexandros gepriesene Wohnung erreichten,"
1910,3,Wandten die dienenden Mägde sich schnell zur befohlenen Arbeit.
1911,3,"Jene trat in ihr hohes Gemach, die edle der Weiber."
1912,3,"Einen Sessel ergriff die holdanlächelnde Kypris,"
1913,3,"Trug und stellt' ihn, die Göttin, dem Held Alexandros entgegen."
1914,3,"Helena setzte sich drauf, des Ägiserschütterers Tochter,"
1915,3,"Wandte die Augen hinweg, und schalt den Gemahl mit den Worten:"
1916,3,Kommst du vom Kampfe zurück? O lägest du lieber getötet
1917,3,"Dort vom gewaltigen Manne, der mir der erste Gemahl war!"
1918,3,"Ha, du prahltest vordem, den streitbaren Held Menelaos"
1919,3,Weit an Kraft und Händen und Lanzenwurf zu besiegen!
1920,3,"Gehe denn nun, und berufe den streitbaren Held Menelaos,"
1921,3,"Wiederum zu kämpfen im Zweikampf! Aber dir rat' ich,"
1922,3,"Bleib' in Ruh, und vermeide den bräunlichen Held Menelaos,"
1923,3,"Gegen ihn anzukämpfen den tapferen Kampf der Entscheidung,"
1924,3,Ohne Bedacht; daß nicht durch seinen Speer du erliegest!
1925,3,"Aber Paris darauf antwortete, solches erwidernd:"
1926,3,"Frau, laß ab, mir das Herz durch bittere Schmähung zu kränken."
1927,3,Jetzo hat Menelaos mir obgesiegt mit Athene;
1928,3,Ihm ein andermal ich; denn es walten ja Götter auch unser.
1929,3,"Komm, wir wollen in Lieb' uns vereinigen, sanft gelagert."
1930,3,"Denn noch nie hat also die Glut mir die Seele bewältigt,"
1931,3,"Auch nicht, als ich zuerst aus der lieblichen Flur Lakedämon"
1932,3,"Segelte, dich entführend in meerdurchwandelnden Schiffen,"
1933,3,Und auf Kranaens Au mich gesellt' in Lieb' und Umarmung;
1934,3,"Als ich anjetzt dir glühe, durchbebt von süßem Verlangen."
1935,3,"Sprach's, und nahte dem Lager zuerst; ihm folgte die Gattin."
1936,3,Beide ruheten dann im schöngebildeten Bette.
1937,3,"Atreus Sohn durchstürmte das Heer nun, ähnlich dem Raubtier,"
1938,3,"Ob er ihn wo ausspähte, den göttlichen Held Alexandros."
1939,3,"Doch nicht einer des troischen Volks, noch der edlen Genossen,"
1940,3,"Konnt' Alexandros ihm zeigen, dem Rufer im Streit Menelaos."
1941,3,"Nicht aus Freundschaft wahrlich verhehlten sie, wenn man ihn schaute:"
1942,3,"Denn verhaßt war er allen umher, wie das schwarze Verhängnis."
1943,3,Jetzo erhub die Stimme der Völkerfürst Agamemnon:
1944,3,"Hört mein Wort, ihr Troer, ihr Dardaner, und ihr Genossen!"
1945,3,Offenbar ist Sieger der streitbare Held Menelaos.
1946,3,"Gebt denn Helena jetzt die Argeierin, samt der Besitzung,"
1947,3,"Uns zurück; auch Buße bezahlet uns, welche geziemet,"
1948,3,Und die hinfort auch daure bei kommenden Menschengeschlechtern.
1949,3,Also sprach der Atreid'; und es lobten ihn alle Achaier.
1950,4,"Aber die Götter um Zeus ratschlageten all' in Versammlung,"
1951,4,"Sitzend auf goldener Flur; sie durchging die treffliche Hebe,"
1952,4,Nektar umher einschenkend; und jen' aus goldenen Bechern
1953,4,"Tranken sich zu einander, und schaueten nieder auf Troja,"
1954,4,"Schnell versuchte Kronion, das Herz der Here zu kränken"
1955,4,"Durch aufregende Wort', und redete solche Vergleichung:"
1956,4,"Zwo sind hier Menelaos der Göttinnen jetzo gewogen,"
1957,4,"Here von Argos zugleich, und Athen', Alalkomenens Göttin."
1958,4,"Aber beide von fern, des Anschauns nur sich erfreuend,"
1959,4,Sitzen sie; weil dem andern die holdanlächelnde Kypris
1960,4,"Stets als Helferin naht, und die graulichen Keren ihm abwehrt."
1961,4,"Nun auch entzog sie jenen, da Todesgraun er zuvorsah."
1962,4,Aber gesiegt hat wahrlich der streitbare Held Menelaos.
1963,4,"Uns nun laßt erwägen, wohin sich wende die Sache:"
1964,4,Ob wir hinfort durch Kriegsgewalt und verderbende Zwietracht
1965,4,Züchtigen oder in Frieden die beiderlei Völker versöhnen.
1966,4,Wäre dies euch allen so angenehm und gefällig;
1967,4,"Gern noch möchte sie stehn, des herrschenden Priamos Feste,"
1968,4,Doch Menelaos zurück die Argeierin Helena führen.
1969,4,Jener sprach's; da murrten geheim Athenäa und Here.
1970,4,"Nahe sich saßen sie dort, nur Unheil sinnend den Troern."
1971,4,"Jene nunmehr blieb schweigend, und redete nichts, Athenäa,"
1972,4,"Eifernd dem Vater Zeus, und ihr tobte das Herz in Erbittrung."
1973,4,"Here nur konnte den Zorn nicht bändigen, sondern begann so:"
1974,4,"Welch ein Wort, Kronion, du schrecklicher, hast du geredet!"
1975,4,"Willst du, daß ganz ich umsonst arbeitete, daß ich vergebens"
1976,4,"Schweiß der Mühe vergoß, und umher mit ermatteten Rossen"
1977,4,"Völker erregt', um dem Priamos Gram und den Söhnen zu schaffen?"
1978,4,Tu's! doch nimmer gefällt es dem Rat der anderen Götter!
1979,4,Unmutsvoll nun begann der Herrscher im Donnergewölk Zeus:
1980,4,"Grausame, was hat Priamos doch und Priamos Söhne"
1981,4,"Dir so Böses getan, daß sonder Rast du dich abmühst,"
1982,4,"Ilios auszutilgen, die Stadt voll prangender Häuser?"
1983,4,"Möchtest du doch, eingehend durch Tor' und türmende Mauern,"
1984,4,"Roh ihn verschlingen, den Priamos selbst und Priamos Söhne,"
1985,4,Samt den Troern umher; dann würde dein Zorn dir gesättigt!
1986,4,"Tue, wie dir's gefällt: daß nicht der Hader in Zukunft"
1987,4,"Beiden, dir selber und mir, zu größerem Zwiste gedeihe."
1988,4,"Eines verkünd' ich dir noch, und du bewahr' es im Herzen:"
1989,4,Wenn auch mir im Eifer hinwegzutilgen gelüstet
1990,4,"Eine Stadt, wo dir erkorene Günstlinge wohnen;"
1991,4,"Daß du alsdann nicht weilest den Rächenden, sondern mich lassest!"
1992,4,"Gab doch ich selbst dir willig, obgleich unwilliges Herzens."
1993,4,Denn was unter der Sonn' und dem sternumleuchteten Himmel
1994,4,Irgend erscheint von Städten der sterblichen Erdebewohner;
1995,4,"Hoch mir vor allen geehrt war Ilios heilige Feste,"
1996,4,"Priamos selbst, und das Volk des lanzenkundigen Königs."
1997,4,"Nie ja mangelte mir der Altar des gemeinsamen Mahles,"
1998,4,"Nie des Weins und Gedüftes, das uns zur Ehre bestimmt ward."
1999,4,Ihm antwortete drauf die hoheitblickende Here:
2000,4,"Siehe drei vor allen sind mir die geliebtesten Städte,"
2001,4,"Argos und Sparta zugleich, und die weitdurchwohnte Mykene:"
2002,4,"Diese verderb' im Zorn, wenn etwa dein Herz sie erbittern;"
2003,4,"Niemals werd' ich solche verteidigen, oder dir eifern."
2004,4,"Wenn ich ja gleich mißgönnend dir wehrete, sie zu verderben;"
2005,4,Nichts doch schaffte mein Tun; denn weit gewaltigen bist du.
2006,4,Aber auch mein Arbeiten geziemet es nicht zu vereiteln.
2007,4,"Denn auch ich bin Göttin, entstammt dem Geschlechte, woher du;"
2008,4,"Ich die erhabenste Tochter gezeugt vom verborgenen Kronos,"
2009,4,"Zweifach erhöht, an Geburt, und weil ich deine Genossin"
2010,4,"Ward ernannt, der du mächtig im Kreis der Unsterblichen wartest."
2011,4,"Aber wohlan, dies wollen wir nachsehn einer dem andern,"
2012,4,"Dir ich selbst, und du mir; auch andre unsterbliche Götter"
2013,4,"Folgen uns dann. Doch jetzo beschleunige Pallas Athene,"
2014,4,Hinzugehn in der Troer und Danaer furchtbare Schlachtreihn;
2015,4,"Daß sie versuch', ob die Troer die siegesstolzen Achaier"
2016,4,Etwa zuerst anfahn zu beleidigen wider den Eidschwur.
2017,4,"Sprach's; ihr gehorchte der Vater des Menschengeschlechts und der Götter,"
2018,4,"Wandte sich schnell zur Athen', und sprach die geflügelten Worte:"
2019,4,Eile sofort in das Heer der Troer hinab und Achaier;
2020,4,"Daß du versuchst, ob die Troer die siegesstolzen Achaier"
2021,4,Etwa zuerst anfahn zu beleidigen wider den Eidschwur.
2022,4,"Also Zeus, und erregte die schon verlangende Göttin;"
2023,4,Stürmendes Schwungs entflog sie den Felsenhöhn des Olympos.
2024,4,"Gleich wie ein Stern, gesendet vom Sohn des verborgenen Kronos,"
2025,4,"Schiffenden, oder dem Heere gewaffneter Völker zum Zeichen,"
2026,4,"Strahlend brennt, und im Flug' unzählige Funken umhersprüht:"
2027,4,Also senkt' hineilend zur Erde sich Pallas Athene
2028,4,"Zwischen die Heere hinab; und Staunen ergriff, die es ansahn,"
2029,4,"Rossebezähmende Troer, und hellumschiente Achaier."
2030,4,"Also redete mancher, gewandt zum anderen Nachbar:"
2031,4,Wieder fürwahr soll Kriegesgewalt und verderbende Zwietracht
2032,4,"Züchtigen, oder in Frieden versöhnt nun beiderlei Völker"
2033,4,"Zeus, der dem Menschengeschlecht des Kriegs Obwalter erscheinet!"
2034,4,So nun redete mancher der Troer umher und Achaier.
2035,4,"Jen', ein Mann von Gestalt, durchdrang der Troer Getümmel,"
2036,4,"Gleich dem Antenoriden Laodokos, mächtig im Speerkampf,"
2037,4,"Rings nach Pandaros forschend, dem Göttlichen, ob sie ihn fände."
2038,4,Jetzo fand sie den starken untadlichen Sohn des Lykaon
2039,4,"Stehend, und rings um den Herrscher die starke geschildete Heerschar"
2040,4,"Seines Volks, das ihm folgte vom heiligen Strom des Äsepos."
2041,4,"Nahe trat sie hinan, und sprach die geflügelten Worte:"
2042,4,"Möchtest du jetzt mir gehorchen, verständiger Sohn des Lykaon?"
2043,4,"Wagtest du wohl, Menelaos ein schnelles Geschoß zu entsenden?"
2044,4,"Preis gewännst du und Dank von allem Volke der Troer,"
2045,4,Aber vor allem zumeist vom herrschenden Held Alexandros:
2046,4,"Der dich traun vorzüglich mit glänzenden Gaben belohnte,"
2047,4,"Säh' er jetzt Menelaos, den streitbaren Sohn des Atreus,"
2048,4,"Deinem Geschosse besiegt, die traurige Flamme besteigen."
2049,4,"Auf denn, und schnelle den Pfeil zum rühmlichen Held Menelaos."
2050,4,"Aber gelob' Apollon, dem lykischen Bogenberühmten,"
2051,4,"Eine Dankhekatombe der Erstlingslämmer zu opfern,"
2052,4,Heimgekehrt in dein Haus zur heiligen Stadt Zeleia.
2053,4,"Jene sprach's, und bewegte das Herz des törichten Mannes."
2054,4,"Schnell entblößt' er den Bogen, geschnitzt von des üppigen Steinbocks"
2055,4,"Schönem Gehörn, dem er selber die Brust von unten getroffen;"
2056,4,"Als er dem Felsen entsprang, am gewähleten Ort ihn erwartend,"
2057,4,"Zielt' und durchschoß er die Brust, daß rücklings ans Fels er hinabsank."
2058,4,Sechzehn Handbreit ragten empor am Haupte die Hörner.
2059,4,"Solche schnitzt' und verband der hornarbeitende Künstler,"
2060,4,"Glättete alles umher, und beschlug's mit goldener Krümmung."
2061,4,"Diesen nun stellt' er geschickt, nachdem er ihn spannt', auf die Erde"
2062,4,"Angelehnt; und mit Schilden bedeckten ihn tapfere Freunde,"
2063,4,"Daß nicht zuvor anstürmten die streitbaren Männer Achaias,"
2064,4,"Eh' er gefällt Menelaos, den streitbaren Fürsten Achaias."
2065,4,"Jetzo des Köchers Deckel eröffnet' er, wählte den Pfeil dann,"
2066,4,"Ungeschnellt und gefiedert, den Urquell dunkeler Qualen."
2067,4,Eilend ordnet' er nun das herbe Geschoß auf der Senne;
