line_number,book_number,original_text,verse_normalized,verse_syllabified
13931,22,Welche stets ihn beseelt! Denn niemals weilt' er im Haufen;,welche stets ihn beseelt denn niemals weilt' er im haufen,wel|che|stets|ihn|be|seelt|denn|nie|mals|weilt'|er|im|hau|fen
13932,22,"Sondern voran flog mutig der Held, und zagte vor niemand!",sondern voran flog mutig der held und zagte vor niemand,son|dern|vor|an|flog|mu|tig|der|held|und|zag|te|vor|nie|mand
13933,22,"Sprach's, und hinweg aus der Kammer enteilte sie, gleich der Mänade,",sprach's und hinweg aus der kammer enteilte sie gleich der mänade,sprach's|und|hin|weg|aus|der|kam|mer|ent|eil|te|sie|gleich|der|mä|na|de
13934,22,Wild ihr pochendes Herz; und es folgten ihr dienende Weiber.,wild ihr pochendes herz und es folgten ihr dienende weiber,wild|ihr|po|chen|des|herz|und|es|folg|ten|ihr|die|nen|de|wei|ber
13935,22,Aber nachdem sie den Turm und die Schar der Männer erreichet;,aber nachdem sie den turm und die schar der männer erreichet,a|ber|nach|dem|sie|den|turm|und|die|schar|der|män|ner|er|rei|chet
13936,22,"Stand sie und blickt' auf die Mauer umher, und schauete jenen",stand sie und blickt' auf die mauer umher und schauete jenen,stand|sie|und|blickt'|auf|die|mau|er|um|her|und|schau|e|te|je|nen
13937,22,Hingeschleift vor Ilios Stadt; und die hurtigen Rosse,hingeschleift vor ilios stadt und die hurtigen rosse,hin|ge|schleift|vor|i|li|os|stadt|und|die|hur|ti|gen|ros|se
13938,22,Schleiften ihn sorglos hin zu den räumigen Schiffen Achaias.,schleiften ihn sorglos hin zu den räumigen schiffen achaias,schleif|ten|ihn|sorg|los|hin|zu|den|räu|mi|gen|schif|fen|a|chai|as
13939,22,Schnell umhüllt' ihr die Augen ein mitternächtliches Dunkel;,schnell umhüllt' ihr die augen ein mitternächtliches dunkel,schnell|um|hüllt'|ihr|die|au|gen|ein|mit|ter|nächt|li|ches|dun|kel
13940,22,"Und sie entsank rückwärts, und lag entatmet in Ohnmacht.",und sie entsank rückwärts und lag entatmet in ohnmacht,und|sie|ent|sank|rück|wärts|und|lag|ent|at|met|in|ohn|macht
13941,22,"Weithin flog vom Haupte der köstlich prangende Haarschmuck,",weithin flog vom haupte der köstlich prangende haarschmuck,weit|hin|flog|vom|haup|te|der|köst|lich|pran|gen|de|haar|schmuck
13942,22,"Vorn das Band, und die Haub', und die schöngeflochtene Binde,",vorn das band und die haub' und die schöngeflochtene binde,vorn|das|band|und|die|haub'|und|die|schön|ge|floch|te|ne|bin|de
13943,22,"Auch der Schleier, geschenkt von der goldenen Aphrodite,",auch der schleier geschenkt von der goldenen aphrodite,auch|der|schlei|er|ge|schenkt|von|der|gol|de|nen|aph|ro|di|te
13944,22,"Jenes Tags, da sie führte der helmumflatterte Hektor",jenes tags da sie führte der helmumflatterte hektor,je|nes|tags|da|sie|führ|te|der|hel|mum|flat|ter|te|hek|tor
13945,22,"Aus Eëtions Burg, nach unendlicher Bräutigamsgabe.",aus eëtions burg nach unendlicher bräutigamsgabe,aus|e|ë|ti|ons|burg|nach|un|end|li|cher|bräu|ti|gams|ga|be
13946,22,"Rings auch stunden ihr Schwestern des Manns und Frauen der Schwäger,",rings auch stunden ihr schwestern des manns und frauen der schwäger,rings|auch|stun|den|ihr|schwes|tern|des|manns|und|frau|en|der|schwä|ger
13947,22,"Haltend die Atemlose, vom Kummer betäubt wie zum Tode.",haltend die atemlose vom kummer betäubt wie zum tode,hal|tend|die|a|tem|lo|se|vom|kum|mer|be|täubt|wie|zum|to|de
13948,22,"Als sie zu atmen begann, und der Geist dem Herzen zurückkam;",als sie zu atmen begann und der geist dem herzen zurückkam,als|sie|zu|at|men|be|gann|und|der|geist|dem|her|zen|zu|rück|kam
13949,22,Jetzt mit gebrochener Klage vor Trojas Frauen begann sie:,jetzt mit gebrochener klage vor trojas frauen begann sie,jetzt|mit|ge|bro|che|ner|kla|ge|vor|tro|jas|frau|en|be|gann|sie
13950,22,"Hektor, o weh mir Armen! zu gleichem Geschick ja geboren",hektor o weh mir armen zu gleichem geschick ja geboren,hek|tor|o|weh|mir|ar|men|zu|glei|chem|ge|schick|ja|ge|bo|ren
13951,22,Wurden wir einst: du selber in Priamos' Hause zu Troja;,wurden wir einst du selber in priamos' hause zu troja,wur|den|wir|einst|du|sel|ber|in|pri|a|mos'|hau|se|zu|tro|ja
13952,22,"Aber ich zu Thebe, am waldigen Hange des Plakos,",aber ich zu thebe am waldigen hange des plakos,a|ber|ich|zu|the|be|am|wal|di|gen|han|ge|des|pla|kos
13953,22,"In Eëtions Burg; der mich erzog, da ich klein war,",in eëtions burg der mich erzog da ich klein war,in|e|ë|ti|ons|burg|der|mich|er|zog|da|ich|klein|war
13954,22,Elend ein elendes Kind! Ach hätt' er mich nimmer erzeuget!,elend ein elendes kind ach hätt' er mich nimmer erzeuget,e|lend|ein|e|len|des|kind|ach|hätt'|er|mich|nim|mer|er|zeu|get
13955,22,"Du nun gehst zu Aïdes Burg in die Tiefen der Erde,",du nun gehst zu aïdes burg in die tiefen der erde,du|nun|gehst|zu|a|ï|des|burg|in|die|tie|fen|der|er|de
13956,22,"Scheidend von mir; ich bleib', in Schmerz und Jammer verlassen,",scheidend von mir ich bleib' in schmerz und jammer verlassen,schei|dend|von|mir|ich|bleib'|in|schmerz|und|jam|mer|ver|las|sen
13957,22,"Eine Witw' im Haus', und das ganz unmündige Söhnlein,",eine witw' im haus' und das ganz unmündige söhnlein,ei|ne|witw'|im|haus'|und|das|ganz|un|mün|di|ge|söhn|lein
13958,22,"Welches wir beide gezeugt, wir Elenden! Nimmer, o Hektor,",welches wir beide gezeugt wir elenden nimmer o hektor,wel|ches|wir|bei|de|ge|zeugt|wir|e|len|den|nim|mer|o|hek|tor
13959,22,"Wirst du jenem ein Trost, da du tot bist, oder dir jener!",wirst du jenem ein trost da du tot bist oder dir jener,wirst|du|je|nem|ein|trost|da|du|tot|bist|o|der|dir|je|ner
13960,22,"Überlebt er auch etwa den traurigen Krieg der Achaier,",überlebt er auch etwa den traurigen krieg der achaier,ü|ber|lebt|er|auch|et|wa|den|trau|ri|gen|krieg|der|a|chai|er
13961,22,Dennoch wird ja beständig ihm Sorg' und Gram in der Zukunft,dennoch wird ja beständig ihm sorg' und gram in der zukunft,den|noch|wird|ja|be|stän|dig|ihm|sorg'|und|gram|in|der|zu|kunft
13962,22,Drohn; denn andere werden ihm rings abschmälern sein Erbgut.,drohn denn andere werden ihm rings abschmälern sein erbgut,drohn|denn|an|de|re|wer|den|ihm|rings|ab|schmä|lern|sein|erb|gut
13963,22,Siehe der Tag der Verwaisung beraubt ein Kind der Gespielen;,siehe der tag der verwaisung beraubt ein kind der gespielen,sie|he|der|tag|der|ver|wai|sung|be|raubt|ein|kind|der|ge|spie|len
13964,22,"Immer senkt es die Augen beschämt, mit Tränen im Antlitz.",immer senkt es die augen beschämt mit tränen im antlitz,im|mer|senkt|es|die|au|gen|be|schämt|mit|trä|nen|im|ant|litz
13965,22,"Darbend gehet das Kind umher zu den Freunden des Vaters,",darbend gehet das kind umher zu den freunden des vaters,dar|bend|ge|het|das|kind|um|her|zu|den|freun|den|des|va|ters
13966,22,"Fleht und faßt den einen am Rock, und den andern am Mantel;",fleht und faßt den einen am rock und den andern am mantel,fleht|und|faßt|den|ei|nen|am|rock|und|den|an|dern|am|man|tel
13967,22,"Aber erbarmt sich einer, der reicht ihm das Schälchen ein wenig,",aber erbarmt sich einer der reicht ihm das schälchen ein wenig,a|ber|er|barmt|sich|ei|ner|der|reicht|ihm|das|schäl|chen|ein|we|nig
13968,22,"Daß er die Lippen ihm netz', und nicht den Gaumen ihm netze.",daß er die lippen ihm netz' und nicht den gaumen ihm netze,daß|er|die|lip|pen|ihm|netz'|und|nicht|den|gau|men|ihm|net|ze
13969,22,"Oft verstößt es vom Schmaus' ein Kind noch blühender Eltern,",oft verstößt es vom schmaus' ein kind noch blühender eltern,oft|ver|stößt|es|vom|schmaus'|ein|kind|noch|blü|hen|der|el|tern
13970,22,"Das mit Fäusten es schlägt, und mit kränkenden Worten es anfährt:",das mit fäusten es schlägt und mit kränkenden worten es anfährt,das|mit|fäus|ten|es|schlägt|und|mit|krän|ken|den|wor|ten|es|an|fährt
13971,22,Hebe dich weg! dein Vater ist nicht bei unserem Gastmahl!,hebe dich weg dein vater ist nicht bei unserem gastmahl,he|be|dich|weg|dein|va|ter|ist|nicht|bei|un|se|rem|gast|mahl
13972,22,"Weinend geht von dannen das Kind zur verwitweten Mutter,",weinend geht von dannen das kind zur verwitweten mutter,wei|nend|geht|von|dan|nen|das|kind|zur|ver|wit|we|ten|mut|ter
13973,22,"Unser Astyanax, der sonst auf den Knieen des Vaters",unser astyanax der sonst auf den knieen des vaters,un|ser|as|ty|a|nax|der|sonst|auf|den|knie|en|des|va|ters
13974,22,"Nur mit Mark sich genährt, und fettem Fleische der Lämmer;",nur mit mark sich genährt und fettem fleische der lämmer,nur|mit|mark|sich|ge|nährt|und|fet|tem|flei|sche|der|läm|mer
13975,22,"Und wann, müde des Spiels, er auszuruhen sich sehnte,",und wann müde des spiels er auszuruhen sich sehnte,und|wann|mü|de|des|spiels|er|aus|zu|ru|hen|sich|sehn|te
13976,22,"Schlummert' er süß im schönen Gestell, in den Armen der Amme,",schlummert' er süß im schönen gestell in den armen der amme,schlum|mert'|er|süß|im|schö|nen|ge|stell|in|den|ar|men|der|am|me
13977,22,"Auf sanftschwellendem Lager, das Herz mit Freude gesättigt.",auf sanftschwellendem lager das herz mit freude gesättigt,auf|sanft|schwel|len|dem|la|ger|das|herz|mit|freu|de|ge|sät|tigt
13978,22,"Doch viel duldet er künftig, beraubt des liebenden Vaters,",doch viel duldet er künftig beraubt des liebenden vaters,doch|viel|dul|det|er|künf|tig|be|raubt|des|lie|ben|den|va|ters
13979,22,"Unser Astyanax, wie Trojas Männer ihn nennen:",unser astyanax wie trojas männer ihn nennen,un|ser|as|ty|a|nax|wie|tro|jas|män|ner|ihn|nen|nen
13980,22,Denn du allein beschirmtest die Tor' und die türmenden Mauern.,denn du allein beschirmtest die tor' und die türmenden mauern,denn|du|al|lein|be|schirm|test|die|tor'|und|die|tür|men|den|mau|ern
13981,22,"Nun wird dort an den Schiffen der Danaer, fern von den Eltern,",nun wird dort an den schiffen der danaer fern von den eltern,nun|wird|dort|an|den|schif|fen|der|da|na|er|fern|von|den|el|tern
13982,22,"Reges Gewürm dich verzehren, nachdem du die Hunde gesättigt,",reges gewürm dich verzehren nachdem du die hunde gesättigt,re|ges|ge|würm|dich|ver|zeh|ren|nach|dem|du|die|hun|de|ge|sät|tigt
13983,22,"Nackt! Doch liegen genug der Gewand' in deinem Palaste,",nackt doch liegen genug der gewand' in deinem palaste,nackt|doch|lie|gen|ge|nug|der|ge|wand'|in|dei|nem|pa|las|te
13984,22,Fein und zierlich gewebt von künstlichen Händen der Weiber!,fein und zierlich gewebt von künstlichen händen der weiber,fein|und|zier|lich|ge|webt|von|künst|li|chen|hän|den|der|wei|ber
13985,22,Aber ich werde sie all' in lodernder Flamme verbrennen!,aber ich werde sie all' in lodernder flamme verbrennen,a|ber|ich|wer|de|sie|all'|in|lo|dern|der|flam|me|ver|bren|nen
13986,22,Nichts ja frommen sie dir; denn niemals ruhst du auf ihnen!,nichts ja frommen sie dir denn niemals ruhst du auf ihnen,nichts|ja|from|men|sie|dir|denn|nie|mals|ruhst|du|auf|ih|nen
13987,22,Brennen sie denn vor Troern und Troerinnen zum Ruhm dir!,brennen sie denn vor troern und troerinnen zum ruhm dir,bren|nen|sie|denn|vor|tro|ern|und|tro|er|in|nen|zum|ruhm|dir
13988,22,Also sprach sie weinend; und ringsum seufzten die Weiber.,also sprach sie weinend und ringsum seufzten die weiber,al|so|sprach|sie|wei|nend|und|rings|um|seufz|ten|die|wei|ber
13989,23,"So nun seufzeten jene durch Ilios. Doch die Achaier,",so nun seufzeten jene durch ilios doch die achaier,so|nun|seuf|ze|ten|je|ne|durch|i|li|os|doch|die|a|chai|er
13990,23,"Als sie nunmehr die Schiff' und den Hellespontos erreichet,",als sie nunmehr die schiff' und den hellespontos erreichet,als|sie|nun|mehr|die|schiff'|und|den|hel|le|spon|tos|er|rei|chet
13991,23,"Schnell zerstreuten sich alle, zum eigenen Schiff ein jeder.",schnell zerstreuten sich alle zum eigenen schiff ein jeder,schnell|zer|streu|ten|sich|al|le|zum|ei|ge|nen|schiff|ein|je|der
13992,23,Nur den Myrmidonen verbot der edle Achilleus,nur den myrmidonen verbot der edle achilleus,nur|den|myr|mi|do|nen|ver|bot|der|ed|le|a|chil|leus
13993,23,"Sich zu zerstreun, und begann vor den kriegserfahrnen Genossen:",sich zu zerstreun und begann vor den kriegserfahrnen genossen,sich|zu|zer|streun|und|be|gann|vor|den|kriegs|er|fahr|nen|ge|nos|sen
13994,23,"Reisige Myrmidonen, ihr wertgeachteten Freunde,",reisige myrmidonen ihr wertgeachteten freunde,rei|si|ge|myr|mi|do|nen|ihr|wert|ge|ach|te|ten|freun|de
13995,23,"Auf, noch nicht den Geschirren entlöst die stampfenden Rosse;",auf noch nicht den geschirren entlöst die stampfenden rosse,auf|noch|nicht|den|ge|schir|ren|ent|löst|die|stamp|fen|den|ros|se
13996,23,"Sondern zugleich mit Rossen und rollenden Wagen uns nahend,",sondern zugleich mit rossen und rollenden wagen uns nahend,son|dern|zu|gleich|mit|ros|sen|und|rol|len|den|wa|gen|uns|na|hend
13997,23,Weinen wir erst Patroklos; denn das ist die Ehre der Toten.,weinen wir erst patroklos denn das ist die ehre der toten,wei|nen|wir|erst|pa|tro|klos|denn|das|ist|die|eh|re|der|to|ten
13998,23,"Aber nachdem wir die Herzen des traurigen Grames erleichtert,",aber nachdem wir die herzen des traurigen grames erleichtert,a|ber|nach|dem|wir|die|her|zen|des|trau|ri|gen|gra|mes|er|leich|tert
13999,23,"Lösen wir unsre Gespann', und schmausen allhier miteinander.",lösen wir unsre gespann' und schmausen allhier miteinander,lö|sen|wir|uns|re|ge|spann'|und|schmau|sen|all|hier|mit|ein|an|der
14000,23,"Sprach's, und begann Wehklag'; auch klageten alle Genossen.",sprach's und begann wehklag' auch klageten alle genossen,sprach's|und|be|gann|weh|klag'|auch|kla|ge|ten|al|le|ge|nos|sen
14001,23,"Dreimal lenkten sie rings schönmähnige Ross' um den Leichnam,",dreimal lenkten sie rings schönmähnige ross' um den leichnam,drei|mal|lenk|ten|sie|rings|schön|mäh|ni|ge|ross'|um|den|leich|nam
14002,23,"Traurend, und Thetys erregte des Grams wehmütige Sehnsucht.",traurend und thetys erregte des grams wehmütige sehnsucht,trau|rend|und|the|tys|er|reg|te|des|grams|weh|mü|ti|ge|sehn|sucht
14003,23,"Naß war der Sand von Tränen, und naß die Rüstung der Männer,",naß war der sand von tränen und naß die rüstung der männer,naß|war|der|sand|von|trä|nen|und|naß|die|rüs|tung|der|män|ner
14004,23,"Welche den Held vermißten, den mächtigen Schreckengebieter.",welche den held vermißten den mächtigen schreckengebieter,wel|che|den|held|ver|miß|ten|den|mäch|ti|gen|schre|cken|ge|bie|ter
14005,23,"Peleus' Sohn vor ihnen begann die jammernde Klage,",peleus' sohn vor ihnen begann die jammernde klage,pe|leus'|sohn|vor|ih|nen|be|gann|die|jam|mern|de|kla|ge
14006,23,Hingelegt die mordenden Händ' auf den Busen des Freundes:,hingelegt die mordenden händ' auf den busen des freundes,hin|ge|legt|die|mor|den|den|händ'|auf|den|bu|sen|des|freun|des
14007,23,"Freude dir, o Patroklos, auch noch in Aïdes Wohnung!",freude dir o patroklos auch noch in aïdes wohnung,freu|de|dir|o|pa|tro|klos|auch|noch|in|a|ï|des|woh|nung
14008,23,"Alles ja wird dir jetzo vollbracht, was zuvor ich gelobet:",alles ja wird dir jetzo vollbracht was zuvor ich gelobet,al|les|ja|wird|dir|jet|zo|voll|bracht|was|zu|vor|ich|ge|lo|bet
14009,23,Hektor dahergeschleift den zerfleischenden Hunden zu geben;,hektor dahergeschleift den zerfleischenden hunden zu geben,hek|tor|da|her|ge|schleift|den|zer|flei|schen|den|hun|den|zu|ge|ben
14010,23,"Auch zwölf Jünglinge dir am Totenfeuer zu schlachten,",auch zwölf jünglinge dir am totenfeuer zu schlachten,auch|zwölf|jüng|lin|ge|dir|am|to|ten|feu|er|zu|schlach|ten
14011,23,"Trojas edlere Söhn', im Zorn ob deiner Ermordung!",trojas edlere söhn' im zorn ob deiner ermordung,tro|jas|ed|le|re|söhn'|im|zorn|ob|dei|ner|er|mor|dung
14012,23,"Sprach's, und schändlichen Frevel ersann er dem göttlichen Hektor,",sprach's und schändlichen frevel ersann er dem göttlichen hektor,sprach's|und|schänd|li|chen|fre|vel|er|sann|er|dem|gött|li|chen|hek|tor
14013,23,"Vorwärts am Leichengewand des Menötiaden ihn streckend,",vorwärts am leichengewand des menötiaden ihn streckend,vor|wärts|am|lei|chen|ge|wand|des|me|nö|ti|a|den|ihn|stre|ckend
14014,23,"Hin in den Staub. Sie aber enthüllten sich alle der Rüstung,",hin in den staub sie aber enthüllten sich alle der rüstung,hin|in|den|staub|sie|a|ber|ent|hüll|ten|sich|al|le|der|rüs|tung
14015,23,"Blank von Erz, und lösten die schallenden Rosse vom Wagen;",blank von erz und lösten die schallenden rosse vom wagen,blank|von|erz|und|lös|ten|die|schal|len|den|ros|se|vom|wa|gen
14016,23,"Setzten sich dann am Schiffe des äakidischen Renners,",setzten sich dann am schiffe des äakidischen renners,setz|ten|sich|dann|am|schif|fe|des|ä|a|ki|di|schen|ren|ners
14017,23,Tausende; jener darauf gab köstlichen Schmaus der Begräbnis.,tausende jener darauf gab köstlichen schmaus der begräbnis,tau|sen|de|je|ner|dar|auf|gab|köst|li|chen|schmaus|der|be|gräb|nis
14018,23,"Viele der mutigen Stier' umröchelten blutend das Eisen,",viele der mutigen stier' umröchelten blutend das eisen,vie|le|der|mu|ti|gen|stier'|um|rö|chel|ten|blu|tend|das|ei|sen
14019,23,"Abgewürgt, auch viele der Schaf' und meckernden Ziegen;",abgewürgt auch viele der schaf' und meckernden ziegen,ab|ge|würgt|auch|vie|le|der|schaf'|und|me|ckern|den|zie|gen
14020,23,"Viel weißzahnige Schweine zugleich, in der Blüte des Fettes,",viel weißzahnige schweine zugleich in der blüte des fettes,viel|weiß|zah|ni|ge|schwei|ne|zu|gleich|in|der|blü|te|des|fet|tes
14021,23,Sengten sie ausgestreckt in der lodernden Glut des Hephästos;,sengten sie ausgestreckt in der lodernden glut des hephästos,seng|ten|sie|aus|ge|streckt|in|der|lo|dern|den|glut|des|he|phäs|tos
14022,23,"Und rings strömte das Blut, mit Schalen geschöpft, um den Leichnam.",und rings strömte das blut mit schalen geschöpft um den leichnam,und|rings|ström|te|das|blut|mit|scha|len|ge|schöpft|um|den|leich|nam
14023,23,"Aber ihn selbst den Herrscher, den rüstigen Peleionen",aber ihn selbst den herrscher den rüstigen peleionen,a|ber|ihn|selbst|den|herr|scher|den|rüs|ti|gen|pe|lei|o|nen
14024,23,"Führten zum Held Agamemnon die waltenden Fürsten Achaias,",führten zum held agamemnon die waltenden fürsten achaias,führ|ten|zum|held|a|ga|mem|non|die|wal|ten|den|fürs|ten|a|chai|as
14025,23,Kaum durch Worte bewegt; denn er zürnete wegen des Freundes.,kaum durch worte bewegt denn er zürnete wegen des freundes,kaum|durch|wor|te|be|wegt|denn|er|zür|ne|te|we|gen|des|freun|des
14026,23,Als sie das schöne Gezelt Agamemnons jetzo erreichten;,als sie das schöne gezelt agamemnons jetzo erreichten,als|sie|das|schö|ne|ge|zelt|a|ga|mem|nons|jet|zo|er|reich|ten
14027,23,"Schnell gebot Herolden von tönender Stimme der König,",schnell gebot herolden von tönender stimme der könig,schnell|ge|bot|he|rol|den|von|tö|nen|der|stim|me|der|kö|nig
14028,23,Eilend auf Glut zu stellen ein großes Geschirr; ob gehorchte,eilend auf glut zu stellen ein großes geschirr ob gehorchte,ei|lend|auf|glut|zu|stel|len|ein|gro|ßes|ge|schirr|ob|ge|horch|te
14029,23,"Peleus' Sohn, zu entwaschen den blutigen Staub von den Gliedern.",peleus' sohn zu entwaschen den blutigen staub von den gliedern,pe|leus'|sohn|zu|ent|wa|schen|den|blu|ti|gen|staub|von|den|glie|dern
14030,23,"Aber er weigerte sich standhaft, und gelobte mit Eidschwur:",aber er weigerte sich standhaft und gelobte mit eidschwur,a|ber|er|wei|ger|te|sich|stand|haft|und|ge|lob|te|mit|eid|schwur
14031,23,"Nein bei Zeus, der waltet, der Seligen Höchster und Bester!",nein bei zeus der waltet der seligen höchster und bester,nein|bei|zeus|der|wal|tet|der|se|li|gen|höchs|ter|und|bes|ter
